source_csv,city,area,industry,name,phone,website,has_website,rating,review_count,address,place_id,pipeline_stage,fake_tier,http_status,redirect_url,response_ms,has_ssl,priority_score,tech_score,tech_issues
FINAL_TARGET_REVAMP_LIST,Jacksonville,Fleming Island FL,Plumbers,CJ Bass Plumbing Inc,(904) 838-9935,http://www.cjbassplumbing.com/,Yes,4.9,1017,"924 T.J. Courson Rd, Fernandina Beach, FL 32034, USA",ChIJU7pIypGr5YgR56YW0SlGiRE,decent_site,,200,https://cjbassplumbing.com/,2472,False,60.0,8,Outdated Copyright (2011)
FINAL_TARGET_REVAMP_LIST,Jacksonville,Fleming Island FL,Landscapers,Pat's Nursery Inc,(904) 284-2011,http://www.patsnurseryinc.com/,Yes,4.8,427,"7060 US-17, Fleming Island, FL 32003, USA",ChIJD60mZrna5YgRy-WExLN1sdc,decent_site,,200,https://www.patsnurseryinc.com/,5017,False,60.0,8,No Contact Info Found
FINAL_TARGET_REVAMP_LIST,Jacksonville,Arlington Jacksonville FL,HVAC companies,Above & Beyond Heating And Air,(904) 551-3490,http://aboveandbeyondhvacfl.com/,Yes,5.0,286,"4401 Cambridge Rd, Jacksonville, FL 32210, USA",ChIJXxic3CTP5YgRRdzfRkH8-DA,decent_site,,200,https://aboveandbeyondhvacfl.com/,1580,False,60.0,8,Outdated Copyright (2011)
FINAL_TARGET_REVAMP_LIST,Orlando,Lake Nona Orlando FL,Cleaning companies,Nona Cleaning,(407) 728-8869,https://www.lakenonacleaning.com/,Yes,5.0,127,"14146 Swanley St, Orlando, FL 32832, USA",ChIJpU6qniaAJI8RlmxCs2zL3kM,decent_site,,200,,1277,True,60.0,8,Outdated Copyright (2017)
FINAL_TARGET_REVAMP_LIST,Orlando,Thornton Park Orlando FL,Accountants,The Tax Master of Orlando,(407) 482-4041,http://www.thetaxmasterorlando.com/,Yes,4.9,169,"222 Neighborhood Market Rd #104, Orlando, FL 32825, USA",ChIJN3rcC7dl54gRO-XnoY1xZso,decent_site,,200,,703,False,60.0,8,No SSL
FINAL_TARGET_REVAMP_LIST,Orlando,Casselberry FL,Accountants,Tax Smith Enterprises LLC,(321) 444-6904,https://mytaxsmith.com/,Yes,5.0,116,"1015 FL-436 suite #205/209, Casselberry, FL 32707, USA",ChIJAUES-TFv54gRyuN9tV1pWWQ,decent_site,,200,,688,True,60.0,8,Outdated Copyright (2011)
FINAL_TARGET_REVAMP_LIST,Orlando,Casselberry FL,Pool service companies,"SeeBlu Pool Services, Incorporated- Winter Springs, FL",(407) 807-3236,http://seeblupoolservices.com/,Yes,4.9,130,"745 Sherwood Dr, Winter Springs, FL 32708, USA",ChIJv2G1HrFt54gRgk5CcRFJoRk,decent_site,,200,https://seeblupoolservices.com/,1214,False,60.0,8,Outdated Copyright (2010)
FINAL_TARGET_REVAMP_LIST,Orlando,Casselberry FL,HVAC companies,Reliance Air llc.,(407) 504-1379,http://www.relianceair.com/,Yes,5.0,275,"600 Savage Ct suite 620, Longwood, FL 32750, USA",ChIJ8VLjgY4x5IgRO2wj_OIp9nM,decent_site,,200,https://relianceair.com/,1787,False,60.0,8,Outdated Copyright (2016)
FINAL_TARGET_REVAMP_LIST,Lakeland,Downtown Lakeland FL,Plumbers,Gillum-Waddell Plumbing Co,(863) 665-6222,http://www.gwplb.com/,Yes,4.6,142,"2450 Commerce Point Dr, Lakeland, FL 33801, USA",ChIJxQwIfgA_3YgRhO7T40nRu6I,decent_site,,200,https://gwplb.com/,5197,False,60.0,8,No Contact Info Found
FINAL_TARGET_REVAMP_LIST,Lakeland,Downtown Lakeland FL,HVAC companies,Enjoy Heating & Cooling,(863) 667-3200,http://www.enjoyac.com/,Yes,4.9,180,"2229 E Main St, Lakeland, FL 33801, USA",ChIJOSGzXD0_3YgRLYBG2kE6uQM,decent_site,,200,,769,False,60.0,8,No SSL
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Lauderdale-by-the-Sea FL,HVAC companies,Ultracool AC Heating Inc,(954) 452-8101,http://www.ultracoolair.com/,Yes,4.9,678,"10144 NW 47th St, Sunrise, FL 33351, USA",ChIJwTJHoC8G2YgRK-RC78S9Fjc,decent_site,,200,,1133,False,60.0,8,No SSL
FINAL_TARGET_REVAMP_LIST,Tampa,Brandon FL,Electricians,A Solid Connection Electrical Services of SWFL LLC,(239) 258-7382,http://asolidconnection.com/,Yes,5.0,112,"2209 Kingswood Ln, Brandon, FL 33511, USA",ChIJfRSLDTKU_gcRk_LbKSkGVJc,decent_site,,200,https://asolidconnection.com/,1591,False,60.0,8,Outdated Copyright (2010)
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,Electricians,Advanced Electric of North Florida,(904) 744-4446,http://www.advancedwiringservices.com/,Yes,4.6,99,"2801 Dawn Rd, Jacksonville, FL 32207, USA",ChIJjT2Kl1G25YgRwEkqpYwngxY,decent_site,,200,https://advancedwiringservices.com/,4064,False,59.5,8,No Contact Info Found
FINAL_TARGET_REVAMP_LIST,Jacksonville,Mandarin Jacksonville FL,Landscapers,Beast Mode Lawn Care,(904) 822-9476,http://beastmodelawncare.com/,Yes,4.8,96,"979 Lane Ave S, Jacksonville, FL 32205, USA",ChIJ9RQm5tNbaGERNjOe2UI2Gjw,decent_site,,200,https://beastmodelawncare.com/,1770,False,58.0,8,Outdated Copyright (2012)
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Plantation FL,Roofers,Ricketts Roofing And Construction,(954) 588-5670,http://www.rickettsconstruction.com/,Yes,4.7,96,"4987 N University Dr #17, Lauderhill, FL 33351, USA",ChIJE6hXJN0F2YgREVemKWAhVCk,decent_site,,200,https://rickettsconstruction.com/,3229,False,58.0,8,No Contact Info Found
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Coral Springs FL,Remodelers,Home Design and Repair,(954) 372-1232,http://www.homedesignandrepair.com/,Yes,4.9,62,"4613 N University Dr #185, Coral Springs, FL 33067, USA",ChIJIzPl88Ua2YgRtrlEjUszuW8,weak_site,,202,,700,False,56.0,5,No SSL | Not Mobile Friendly (No Viewport) | Missing Title Tag
FINAL_TARGET_REVAMP_LIST,Orlando,Thornton Park Orlando FL,Roofers,Orlando Roof Tech,(407) 809-7663,http://www.orlandorooftech.com/,Yes,5.0,81,"5036 Dr Phillips Blvd #238, Orlando, FL 32819, USA",ChIJEbUF9YJ_54gR6WxKwW7YlAM,decent_site,,200,https://orlandorooftech.com/,2363,False,55.5,7,Missing Title Tag | No Contact Info Found
FINAL_TARGET_REVAMP_LIST,Lakeland,Plant City FL,Roofers,Prattco Roofing,(813) 973-4771,http://www.prattcoroofing.com/,Yes,4.7,89,"2400 Airport Rd #2, Plant City, FL 33563, USA",ChIJb0HZhRU03YgRbghk2pH0Y4k,decent_site,,200,http://prattcoroofing.com/,1251,False,54.5,8,No SSL
FINAL_TARGET_REVAMP_LIST,Orlando,MetroWest Orlando FL,Roofers,OnPoint Roofing LLC,(321) 666-5819,https://onpointroofingfl.com/,Yes,5.0,38,"2295 S Hiawassee Rd, Orlando, FL 32835, USA",ChIJrUq15Cd554gRarQd6hBnyDk,weak_site,,200,,2335,True,54.0,3,Fetch Failed (Timeout/Blocked)
FINAL_TARGET_REVAMP_LIST,Lakeland,Plant City FL,Pest control,"All Pro Wildlife, LLC",(813) 404-7033,http://www.tampaanimalcontrol.com/,Yes,4.8,67,"1308 N Ferrell St, Plant City, FL 33563, USA",ChIJR99Ey9Q13YgR2rjoPFWigqQ,decent_site,,200,,592,False,53.5,6,No SSL | Not Mobile Friendly (No Viewport)
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,HVAC companies,Noble Heating & Air,(904) 413-8020,http://nobleheatingairservices.com/,Yes,5.0,392,"8825 Perimeter Park Blvd ste 201, Jacksonville, FL 32216, USA",ChIJI79UHNfoXQ0R_8FVnEjYqK8,decent_site,,200,https://nobleheatingairservices.com/,902,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Orlando,Windermere FL,Accountants,More Than Taxes Online,(352) 663-9144,http://morethantaxesonline.com/,Yes,4.8,103,"9100 Conroy Windermere Rd Suite 200, Windermere, FL 34786, USA",ChIJeVuJJMSI54gRCwuqy6ti8ss,decent_site,,200,https://morethantaxesonline.com/,4212,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Orlando,Maitland FL,Electricians,Florida Energy Water & Air,(407) 523-0775,http://myfewa.com/,Yes,4.7,6775,"500 Winderley Pl suite 300, Maitland, FL 32751, USA",ChIJ505FqzR354gRgMxQjDu_7GI,decent_site,,200,https://www.myfewa.com/,517,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Orlando,Altamonte Springs FL,Cleaning companies,3LM Roof Cleaning & Exterior Pressure Washing,(407) 900-8966,http://3lmroofcleaningorlando.com/,Yes,4.9,436,"865 Francis St, Altamonte Springs, FL 32701, USA",ChIJM3O7dh9y54gRBNOJTvId_Ow,decent_site,,200,https://www.3lmroofcleaningorlando.com/,2613,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Orlando,Casselberry FL,HVAC companies,"Gembecki Mechanical Services, Inc.",(407) 695-6646,http://www.gembecki.com/,Yes,4.8,357,"1311 Seminola Blvd, Casselberry, FL 32707, USA",ChIJ2yiNxtht54gRhyid-v-AfeM,decent_site,,200,https://www.gembecki.com/,2166,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Lakeland,Downtown Lakeland FL,Plumbers,Curry & Co Plumbing Inc,(863) 644-0061,http://curryplumbing.com/,Yes,4.7,113,"950 W Beacon Rd, Lakeland, FL 33803, USA",ChIJzSLZmNg43YgRHjsREq2R_9w,decent_site,,200,https://curryplumbing.com/,4763,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Lakeland,Lake Morton Lakeland FL,HVAC companies,Thorpe Heating & Cooling,(863) 858-2577,http://thorpeac.com/,Yes,4.6,359,"8402 US Hwy 98 N, Lakeland, FL 33809, USA",ChIJwTWzUp9G3YgRG1EaawB7TK4,decent_site,,200,https://thorpeac.com/,1614,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Lakeland,Winter Haven FL,HVAC companies,RTC Heating & Air Conditioning,(352) 901-8733,http://www.rtchvac.com/,Yes,5.0,132,"280 Oleander St, Winter Haven, FL 33881, USA",ChIJH7xhZXsMhU8RuTFzoB9CkaI,decent_site,,200,https://rtchvac.com/,3067,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Lakeland,Haines City FL,Pest control,Haynes Pest Control Inc,(863) 382-2272,http://www.haynespestcontrol.com/,Yes,4.8,162,"393 County Rd 17A W STE2, Avon Park, FL 33825, USA",ChIJz1WZx-1X3IgRmDFy2ZNvKiw,decent_site,,200,https://haynespestcontrol.com/,671,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Las Olas Fort Lauderdale FL,Cleaning companies,Maid For You Cleaning,(954) 677-7900,http://www.maidforyoucleaning.com/,Yes,4.8,138,"1001 NW 62nd St Ste 302W, Fort Lauderdale, FL 33309, USA",ChIJr7LQFrkD2YgRtx966_fkEDM,decent_site,,200,https://maidforyoucleaning.com/,4565,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Rio Vista Fort Lauderdale FL,Electricians,Elekron Electric Inc,(786) 423-5230,http://www.elekronelectric.com/,Yes,5.0,231,"2332 Galiano St Second Floor, Coral Gables, FL 33134, USA",ChIJ3xpi3L232YgRgtKQ59YyICk,decent_site,,200,https://www.elekronelectric.com/,1648,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Davie FL,HVAC companies,Genesis Air Mechanical Inc,(305) 965-1316,http://genesisairmechanical.com/,Yes,5.0,106,"13762 W State Rd 84 Ste 194, Davie, FL 33325, USA",ChIJK-qJtxyn2YgRr5r0q7LCnrY,decent_site,,200,https://genesisairmechanical.com/,127,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Orlando,Winter Park FL,Accountants,General Tax Business LLC,(407) 406-4068,http://www.generaltaxbusiness.com/,Yes,5.0,118,"3015 Aloma Ave STE. B, Winter Park, FL 32792, USA",ChIJbS0oxhtv54gRhlXC8ueV2vc,decent_site,,200,https://generaltaxbusiness.com/,8416,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Orlando,MetroWest Orlando FL,Roofers,His and Hers Construction,(407) 203-4825,http://www.hhroofs.com/,Yes,4.8,1625,"515 18th St, Orlando, FL 32805, USA",ChIJCxk2B25754gReiXahkicSKA,decent_site,,200,https://hisandhersroof.com/,6230,False,50.0,10,
FINAL_TARGET_REVAMP_LIST,Orlando,Dr. Phillips Orlando FL,Accountants,Prithi Daswani CPA PL,(407) 218-5921,http://prithidaswani.com/,Yes,4.8,59,"6735 Conroy Windermere Rd, Orlando, FL 32835, USA",ChIJI7lgSCp_54gRE_Vw53gp4yA,decent_site,,200,https://prithidaswani.com/,1693,False,49.5,6,Not Mobile Friendly (No Viewport) | No Contact Info Found
FINAL_TARGET_REVAMP_LIST,Lakeland,Plant City FL,Electricians,Second Opinion Electric,(813) 716-6020,http://www.secondopinionelectric.com/,Yes,5.0,99,"2703 Auburn Ave W, Tampa, FL 33614, USA",ChIJVyLDOxnDGGAR9YrqgYvU5s0,decent_site,,200,https://secondopinionelectric.com/,2967,False,49.5,10,
FINAL_TARGET_REVAMP_LIST,Tampa,Land O Lakes FL,HVAC companies,Santos A/C and Plumbing,(813) 376-3985,http://santosactampa.com/,Yes,4.9,96,"18505 Hanna Rd, Lutz, FL 33549, USA",ChIJnQpk29i7wogRY75xrB_jucw,decent_site,,200,https://santosactampa.com/,1941,False,48.0,10,
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Pompano Beach FL,HVAC companies,"Elite Air Conditioning & Construction, llc",(954) 304-7255,https://www.eliteairpros.com/,Yes,5.0,54,"509 NW 36th Ave, Pompano Beach, FL 33069, USA",ChIJ7_Ll8D8D2YgRVjo99871NKo,decent_site,,200,http://www.eliteairpros.com/cgi-sys/suspendedpage.cgi,2236,True,47.0,6,No SSL | No Contact Info Found
FINAL_TARGET_REVAMP_LIST,Lakeland,Plant City FL,Accountants,Servi-Todo Inc.,(813) 717-7795,https://servitodo.net/,Yes,4.6,72,"712 W Dr Martin Luther King Jr Blvd, Plant City, FL 33563, USA",ChIJ0X8BrlQ13YgRcHD2ldg8eBY,decent_site,,200,,697,True,46.0,8,Outdated Copyright (2010)
FINAL_TARGET_REVAMP_LIST,Lakeland,Davenport FL,Accountants,"Moorhead Patterson & Company, P.C.",(563) 388-4744,http://www.moorheadcpa.com/,Yes,5.0,22,"3910 Lillie Ave, Davenport, IA 52806, USA",ChIJk-SiCCc14ocR1go1K7MrgpA,weak_site,,200,https://www.moorheadcpa.com/,3254,False,46.0,3,Fetch Failed (Timeout/Blocked)
FINAL_TARGET_REVAMP_LIST,Jacksonville,Riverside Jacksonville FL,Pest control,Rivers Pest Control,(904) 737-1911,https://riverspestcontrol.com/,Yes,3.8,71,"5710 Summerall Rd, Jacksonville, FL 32216, USA",ChIJVTqCagS25YgRVcnQI7wMFkk,decent_site,,200,,2548,True,45.5,8,Outdated Copyright (2018)
FINAL_TARGET_REVAMP_LIST,Tampa,Westshore Tampa FL,Remodelers,"ATi Services of Tampa 👍 Kitchen Remodeler, Bathroom Remodeling & General Contractor",(813) 350-7863,http://www.atiservicesoftampa.com/,Yes,4.8,91,"3030 N Rocky Point Dr W Suit #150, Tampa, FL 33607, USA",ChIJpzysktDpwogRt-W4KfRBteM,decent_site,,200,https://atiservicesoftampa.com/,1036,False,45.5,10,
FINAL_TARGET_REVAMP_LIST,Orlando,Oviedo FL,Remodelers,ManfredoDesigns LLC,(407) 754-7490,http://www.manfredodesigns.com/,Yes,5.0,20,"1641 Smithfield Way #1209, Oviedo, FL 32765, USA",ChIJlfN9Z5dr54gR34CRsOcOF7A,weak_site,,200,https://manfredodesigns.com/,5151,False,45.0,3,Fetch Failed (Timeout/Blocked)
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Davie FL,Plumbers,Davie Plumbing and Supply,(954) 434-7477,http://www.davieplumbingandsupply.com/,Yes,4.5,69,"5911 S University Dr, Davie, FL 33328, USA",ChIJNS49X16o2YgRm_alVxIpY04,decent_site,,200,https://www.davieplumbingandsupply.com/,1647,False,44.5,8,Not Mobile Friendly (No Viewport)
FINAL_TARGET_REVAMP_LIST,Jacksonville,Mandarin Jacksonville FL,Remodelers,Urban Green Energy Remodeling,(904) 561-9827,http://www.ugreenenergy.com/,Yes,4.9,27,"Ballastone Dr, Jacksonville, FL 32257, USA",ChIJoYIHvbXJ5YgRAN4VdQNHEns,weak_site,,200,,828,False,43.5,4,No SSL | Not Mobile Friendly (No Viewport) | No Contact Info Found
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Coral Ridge Fort Lauderdale FL,Electricians,"Customer 1st Electric, LLC",(954) 340-5668,http://www.customer1stelectric.com/,Yes,5.0,86,"4613 N University Dr #439, Coral Springs, FL 33067, USA",ChIJB72rfbka2YgRdzTQsoZVIkc,decent_site,,200,https://customer1stelectric.com/,1654,False,43.0,10,
FINAL_TARGET_REVAMP_LIST,Tampa,Palma Ceia Tampa FL,Pool service companies,BlueLaguna Pool Service,(813) 447-5391,http://www.bluelagunapoolservice.com/,Yes,4.6,66,"5433 Baywater Dr, Tampa, FL 33615, USA",ChIJqfFX7ePpwogRdiEYR6pjKcg,decent_site,,200,https://bluelagunapoolservice.com/,1896,False,43.0,8,No Contact Info Found
FINAL_TARGET_REVAMP_LIST,Orlando,Winter Garden FL,Landscapers,G & Anthony Maintenance,(407) 394-3258,http://www.ganthonylandscape.com/,Yes,4.8,45,"236 E Cypress St, Winter Garden, FL 34787, USA",ChIJ8UvJawuD54gRc2cAnW7_WOA,decent_site,,200,,555,False,42.5,6,No SSL | Not Mobile Friendly (No Viewport)
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Las Olas Fort Lauderdale FL,Landscapers,Timber Trees Landscaping tree service,(754) 304-1442,http://timberlandscaping.us/,Yes,5.0,33,"2881 E Oakland Park Blvd unit #410, Fort Lauderdale, FL 33306, USA",ChIJS4rAxK-cYU4RxM_jwkPrtr0,weak_site,,200,https://timberlandscaping.us/,1847,False,41.5,5,Not Mobile Friendly (No Viewport) | Missing Title Tag | No Contact Info Found
FINAL_TARGET_REVAMP_LIST,Lakeland,Plant City FL,Accountants,Raulerson Castillo & Company,(813) 752-6604,http://www.rcwcpas.com/,Yes,4.3,10,"1907 S Alexander St #2, Plant City, FL 33566, USA",ChIJo0u2ABA03YgRB7C0KNQDA34,weak_site,,200,https://www.rcwcpas.com/,2739,False,40.0,3,Fetch Failed (Timeout/Blocked)
FINAL_TARGET_REVAMP_LIST,Orlando,College Park Orlando FL,Accountants,GRA CPA,(877) 455-3055,http://www.orlandotaxfirm.com/,Yes,4.9,59,"35 W Pine St #220, Orlando, FL 32801, USA",ChIJvXV0Uv5654gRda8kvbsyZyg,decent_site,,200,https://orlandotaxfirm.com/,2128,False,39.5,8,No Contact Info Found
FINAL_TARGET_REVAMP_LIST,Tampa,Palma Ceia Tampa FL,Landscapers,Palmera Landscaping,(813) 624-0135,http://www.palmeralandscapingfl.com/,Yes,5.0,9,"9004 Hickory Cir, Tampa, FL 33615, USA",ChIJ0T7C4B7rwogRV4jRGwzTk1A,weak_site,,200,,2085,False,39.5,3,Fetch Failed (Timeout/Blocked)
