source_csv,city,area,industry,name,phone,website,rating,review_count,address,place_id,fake_tier,http_status,redirect_url,response_ms,has_ssl,priority_score,tech_score,tech_issues
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Rio Vista Fort Lauderdale FL,Electricians,Elekron Electric Inc,(786) 423-5230,http://www.elekronelectric.com/,5.0,231,"2332 Galiano St Second Floor, Coral Gables, FL 33134, USA",ChIJ3xpi3L232YgRgtKQ59YyICk,,200,https://www.elekronelectric.com/,1648,False,50.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Coral Springs FL,Electricians,AMEG Services,(954) 668-4901,https://amegelectricallighting.net/,5.0,158,"12201 NW 35th St, Coral Springs, FL 33065, USA",ChIJJfjo17QR2YgRqv6-I8DgpU8,,200,,90,True,50.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Coral Ridge Fort Lauderdale FL,Electricians,"Customer 1st Electric, LLC",(954) 340-5668,http://www.customer1stelectric.com/,5.0,86,"4613 N University Dr #439, Coral Springs, FL 33067, USA",ChIJB72rfbka2YgRdzTQsoZVIkc,,200,https://customer1stelectric.com/,1654,False,43.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Las Olas Fort Lauderdale FL,Electricians,Superior Electric and Air,(954) 575-1327,https://superiorelectricandair.com/,5.0,85,"1975 E Sunrise Blvd #535, Fort Lauderdale, FL 33304, USA",ChIJAWE1qa6AYyARXbYygcNqiF4,,200,,2073,True,42.5,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Hallandale Beach FL,Electricians,Benchmark Electric,(786) 752-5007,https://www.benchmarkelectricians.com/,4.6,13,"1391 NE 161st St, North Miami Beach, FL 33162, USA",ChIJ28VvlcOt2YgRnK5Q8sW19V4,,200,,943,True,26.5,6,"Outdated Copyright (2011) | No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Hallandale Beach FL,Electricians,1000 Volts Electric LLC,(305) 904-1066,https://1000voltselectric.com/,4.9,45,"2490 S Park Rd #108, Hallandale Beach, FL 33009, USA",ChIJ5fI_eHmt2YgRaTXpLNcqf4g,,200,,772,True,22.5,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Rio Vista Fort Lauderdale FL,Electricians,G electric solutions LLC,(754) 221-7167,https://www.gelectricsolution.com/,,0,"100 SE 3rd Ave Suite 1000, Fort Lauderdale, FL 33394, USA",ChIJibicaIIB2YgRal-DutCioRE,,200,,954,True,0.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Las Olas Fort Lauderdale FL,HVAC companies,Quality Air Conditioning Company,(954) 504-6314,https://www.qualityac.com/,4.9,995,"720 W McNab Rd, Fort Lauderdale, FL 33309, USA",ChIJrYpiHLAD2YgRfYsedmom0SQ,,200,,1515,True,75.0,5,"Not Mobile Friendly (No Viewport) | Missing Title Tag | No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Davie FL,HVAC companies,Big Time Air Conditioning,(954) 554-7429,https://www.bigtimeairconditioning.com/,4.9,188,"5021 S State Rd 7 unit 208, Davie, FL 33314, USA",ChIJt79gcIep2YgRYqc-oYRlt3g,,200,,466,True,65.0,7,"Missing Title Tag | No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Lauderdale-by-the-Sea FL,HVAC companies,Ultracool AC Heating Inc,(954) 452-8101,http://www.ultracoolair.com/,4.9,678,"10144 NW 47th St, Sunrise, FL 33351, USA",ChIJwTJHoC8G2YgRK-RC78S9Fjc,,200,,1133,False,60.0,8,"No SSL, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Las Olas Fort Lauderdale FL,HVAC companies,"Aloha Air Conditioning, Inc.",(954) 772-0079,https://www.alohaac.com/,4.7,143,"1217 E Broward Blvd, Fort Lauderdale, FL 33301, USA",ChIJ9VPJmcIB2YgRTCw2uiYsllM,,200,,785,True,50.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Davie FL,HVAC companies,Genesis Air Mechanical Inc,(305) 965-1316,http://genesisairmechanical.com/,5.0,106,"13762 W State Rd 84 Ste 194, Davie, FL 33325, USA",ChIJK-qJtxyn2YgRr5r0q7LCnrY,,200,https://genesisairmechanical.com/,127,False,50.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Pompano Beach FL,HVAC companies,"Elite Air Conditioning & Construction, llc",(954) 304-7255,https://www.eliteairpros.com/,5.0,54,"509 NW 36th Ave, Pompano Beach, FL 33069, USA",ChIJ7_Ll8D8D2YgRVjo99871NKo,,200,http://www.eliteairpros.com/cgi-sys/suspendedpage.cgi,2236,True,47.0,6,"No SSL | No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Davie FL,Landscapers,"BLT Lawncare, LLC",(954) 445-1455,https://www.bltlawncare.com/,4.9,401,"5601 SW 49th St, Davie, FL 33314, USA",ChIJtQSWMZyr2YgRnyi7_XiktCQ,,200,,494,True,65.0,7,"Missing Title Tag | No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Coral Ridge Fort Lauderdale FL,Landscapers,Top Notch Artificial Turf,(954) 593-6771,https://topnotchartificialturf.com/,4.8,136,"3302 NE 34th St, Fort Lauderdale, FL 33308, USA",ChIJ4c_X8XUB2YgRqAt7gBAtXtk,,200,,2939,True,60.0,8,"No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Las Olas Fort Lauderdale FL,Landscapers,Timber Trees Landscaping tree service,(754) 304-1442,http://timberlandscaping.us/,5.0,33,"2881 E Oakland Park Blvd unit #410, Fort Lauderdale, FL 33306, USA",ChIJS4rAxK-cYU4RxM_jwkPrtr0,,200,https://timberlandscaping.us/,1847,False,41.5,5,"Not Mobile Friendly (No Viewport) | Missing Title Tag | No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Wilton Manors FL,Landscapers,Top Cut Landscaping and tree service,(954) 678-7287,http://www.topcutlandscapingfl.com/,4.6,9,"999 E Oakland Park Blvd, Oakland Park, FL 33334, USA",ChIJQZuhnCwC2YgRpyO0YH_Ni6Q,,200,http://www.topcutlandscapingfl.com/cgi-sys/suspendedpage.cgi,1253,False,14.5,8,"No SSL, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Las Olas Fort Lauderdale FL,Landscapers,VS Landscaping Services inc.,(754) 422-9963,https://vslandscapingservices.com/,5.0,7,"81 NW 30th Terrace, Fort Lauderdale, FL 33311, USA",ChIJ0VwVJ7EB2YgRsuaIrZ-0soU,,200,,1157,True,13.5,8,"No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Las Olas Fort Lauderdale FL,Pest control,Misla Pest Solutions LLC,(954) 558-4511,https://www.mislapestsolutions.com/,5.0,164,"6416 Franklin St, Hollywood, FL 33024, USA",ChIJcymTIVGinCER22U5R9m6F3Y,,200,https://mislapestsolutions.com/,3757,True,50.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Deerfield Beach FL,Pest control,Hitman Termite & Pest Control,(954) 596-0735,https://hitmanpestcontrol.com/,4.9,122,"440 S Federal Hwy Suite 202C, Deerfield Beach, FL 33441, USA",ChIJtxwM6fTj2IgRcLAi7hHhMH4,,200,,307,True,50.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Hallandale Beach FL,Pest control,All County Environmental Services,(754) 263-3464,http://www.nomorepestsfl.com/,4.4,28,"3130 SW 19th St Suite 444, Hallandale Beach, FL 33009, USA",ChIJT9_Ek16p2YgRdPeNotgSUgA,,200,https://www.nomorepestsfl.com/,1839,False,34.0,6,"Not Mobile Friendly (No Viewport) | No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Las Olas Fort Lauderdale FL,Plumbers,John's Plumbing,(954) 280-8682,https://johnsplumbing.com/,4.9,761,"1335 NE 12th Ave, Fort Lauderdale, FL 33304, USA",ChIJfXEdRLWu2YgRJPC2qPNIbzE,,200,,1535,True,50.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Victoria Park Fort Lauderdale FL,Plumbers,John’s Plumbing,(954) 994-1167,https://johnsplumbing.com/,4.8,1084,"2110 SW 60th Way, Miramar, FL 33023, USA",ChIJhRtxdbSv2YgRR4dgRIdAW4Q,,200,,1398,True,50.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Davie FL,Plumbers,Davie Plumbing and Supply,(954) 434-7477,http://www.davieplumbingandsupply.com/,4.5,69,"5911 S University Dr, Davie, FL 33328, USA",ChIJNS49X16o2YgRm_alVxIpY04,,200,https://www.davieplumbingandsupply.com/,1647,False,44.5,8,"Not Mobile Friendly (No Viewport), Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Coral Ridge Fort Lauderdale FL,Plumbers,24 Hour Plumbing,(954) 210-5008,http://24hourplumbing.org/,4.8,61,"7401 Wiles Rd, Coral Springs, FL 33067, USA",ChIJ0VwalSUb2YgRkRoVhi2bdlo,,200,https://24hourplumbing.org/,453,False,30.5,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Victoria Park Fort Lauderdale FL,Plumbers,Veteran's Plumbing Inc,(954) 497-2300,http://emergencyplumbingfortlauderdale.com/,4.3,17,"3020 NW 23rd Ave, Oakland Park, FL 33311, USA",ChIJ0alQ3EQB2YgRc-3FV3qj_xo,,200,https://emergencyplumbingfortlauderdale.com/,4498,False,23.5,7,"Missing Title Tag | No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Tamarac FL,Plumbers,Baldwin Plumbing & Drain,(954) 730-5750,https://baldwinplumbingtamarac.com/,5.0,25,"10300 W Commercial Blvd suite 509, Tamarac, FL 33321, USA",ChIJAQBEME4P2YgR8JW7RW0KtdQ,,200,,1318,True,12.5,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Davie FL,Pool service companies,Blue infinity pool services,(786) 872-2735,https://www.blueinfinitypoolservicesllc.com/,5.0,15,"4474 Weston Rd #355, Davie, FL 33331, USA",ChIJZ_p5ozSn2YgR4iclXmpOFZA,,200,https://expireddomains.com/domain/blueinfinitypoolservicesllc.com,1268,True,17.5,8,"No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Deerfield Beach FL,Pool service companies,"Cristal Pool - Swimming Pool Cleaning Service in Deerfield Beach, FL",(954) 234-6932,https://cristalpoolfl.com/,4.0,3,"784 Tivoli Cir #201, Deerfield Beach, FL 33441, USA",ChIJ5Zivku0d2YgRCiO8obdi5Y8,,200,,114,True,1.5,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Coral Springs FL,Remodelers,Home Design and Repair,(954) 372-1232,http://www.homedesignandrepair.com/,4.9,62,"4613 N University Dr #185, Coral Springs, FL 33067, USA",ChIJIzPl88Ua2YgRtrlEjUszuW8,,202,,700,False,56.0,5,"No SSL | Not Mobile Friendly (No Viewport) | Missing Title Tag, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Las Olas Fort Lauderdale FL,Remodelers,Palladium Construction – Fort Lauderdale General Contractor,(561) 430-7051,https://palladiumconstruction.com/,4.8,44,"2598 E Sunrise Blvd #2104, Fort Lauderdale, FL 33304, USA",ChIJk0w3ZZcH32oR3fozEG99BwY,,200,,783,True,47.0,5,"Not Mobile Friendly (No Viewport) | Missing Title Tag | No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Cypress Creek Fort Lauderdale FL,Remodelers,Bickoff Construction,(561) 629-2622,http://bickoffconstruction.com/,5.0,14,"500 N Andrews Ave #657, Fort Lauderdale, FL 33301, USA",ChIJcbp0TEUm2YgRbezbIwYenjw,,200,,967,False,37.0,4,"No SSL | Not Mobile Friendly (No Viewport) | No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Deerfield Beach FL,Remodelers,Mazza Interiors,(561) 944-9887,http://www.mazzainteriors.com/,4.8,50,"37 NE 1st Terrace Suite C, Deerfield Beach, FL 33441, USA",ChIJW1sGIcTh2IgRzNo9N7jzsY4,,200,https://www.mazzainteriors.com/,557,False,35.0,8,"No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Coral Springs FL,Remodelers,J Hammer Home & Designs,(631) 922-3280,http://jhammerhomedesigns.com/,5.0,22,"3301 N University Dr Suite 100, Coral Springs, FL 33065, USA",ChIJExdLj076M2kRYgxj_VELBoI,,200,https://jhammerhomedesigns.com/,2265,False,31.0,6,"Outdated Copyright (2015) | No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Plantation FL,Roofers,Ricketts Roofing And Construction,(954) 588-5670,http://www.rickettsconstruction.com/,4.7,96,"4987 N University Dr #17, Lauderhill, FL 33351, USA",ChIJE6hXJN0F2YgREVemKWAhVCk,,200,https://rickettsconstruction.com/,3229,False,58.0,8,"No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Hallandale Beach FL,Roofers,Trust Construction,(786) 789-2912,https://trustconstructionsfl.com/,4.7,82,"1250 E Hallandale Beach Blvd #3, Hallandale Beach, FL 33009, USA",ChIJHTSMRahlFQYRVJNnhdPKaIM,,200,,567,True,51.0,8,"No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Las Olas Fort Lauderdale FL,Roofers,Ricketts Roofing And Construction,(954) 588-5670,https://rickettsroofing.com/,4.8,106,"1211 NW 29th Way, Fort Lauderdale, FL 33311, USA",ChIJ9W5JrLUB2YgRdjZTSxhCZKQ,,200,,1324,True,50.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Lauderdale-by-the-Sea FL,Roofers,Air Force Roofing,(954) 666-0864,https://airforceroofing.com/,4.9,124,"1960 NW 16th St, Pompano Beach, FL 33069, USA",ChIJ_4uhaSgB2YgRpCzjy-DQUXg,,200,,1086,True,50.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Davie FL,Roofers,KMR Roofing,(954) 869-9091,https://kmrroof.com/,4.7,76,"10424 FL-84 STE 10, Davie, FL 33324, USA",ChIJeZVo6PQJ2YgRERbocDc0hYc,,200,,1201,True,48.0,8,"No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Fort Lauderdale,Plantation FL,Roofers,Best Top Roofing,(954) 465-0600,http://bestoproofing.com/,4.9,46,"10641 NW 5th St, Plantation, FL 33324, USA",ChIJQUKvNcwJ2YgRthdr4lq3W6I,,200,https://bestoproofing.com/,4518,False,23.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Jacksonville,Mandarin Jacksonville FL,Accountants,Our Bookkeepers Inc,(904) 425-1238,http://www.ourbookkeepers.com/,5.0,429,"13500 Beach Blvd #45, Jacksonville, FL 32224, USA",ChIJkc_Dym3J5YgRrFEPQ6vUQJM,,200,https://www.ourbookkeepers.com/,2318,False,85.0,3,"Fetch Failed (Timeout/Blocked), Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Jacksonville,Springfield Jacksonville FL,Accountants,Jack Meeks CPAs LLC,(904) 346-0046,http://www.jackmeekscpa.com/,5.0,1,"1354 N Laura St, Jacksonville, FL 32206, USA",ChIJQVN7DSW35YgRR7XiJKxSIeo,,200,https://jackmeekscpa.com/,4961,False,35.5,3,"Fetch Failed (Timeout/Blocked), Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,Accountants,Jack and Dot Taxes & Accounting,(904) 647-4512,http://www.jackndot.com/,5.0,22,"1016 Lasalle St 1st Floor, Jacksonville, FL 32207, USA",ChIJQ1KiKwi35YgRxo4dbGv3hLM,,200,https://www.jackndot.com/,1172,False,26.0,7,"Missing Title Tag | No Contact Info Found, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Jacksonville,Oceanway Jacksonville FL,Accountants,First Coast Tax & Accounting,(904) 771-1040,http://www.firstcoasttax.com/,4.5,8,"5576-2 Timuquana Rd, Jacksonville, FL 32210, USA",ChIJ9ayagHDH5YgR98ezK4FtDaw,,200,,849,False,14.0,8,"No SSL, Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Jacksonville,St. Johns Town Center Jacksonville FL,Accountants,"Wheeler & Associates, CPA, PA",(904) 363-1099,https://www.wheelercpa.net/,4.5,16,"7406 Fullerton St #104, Jacksonville, FL 32256, USA",ChIJv9Y5eg3L5YgRlY-J1dhl7CU,,200,,1685,True,8.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,Accountants,Michael Davis CPA PA,(904) 237-7771,https://michaeldaviscpa.com/,5.0,14,"21 W 6th St, Jacksonville, FL 32206, USA",ChIJQRn_-C-35YgRm_zY6g7tuQU,,200,,1620,True,7.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Jacksonville,St. Johns Town Center Jacksonville FL,Accountants,JAX TAX PRO,(904) 616-6077,http://jaxtaxpro.com/,5.0,13,"5011 Gate Pkwy Building 100, Suite 100, Jacksonville, FL 32256, USA",ChIJFTlgFRnL5YgRHJdmIdnXq3c,,200,https://www.jaxtaxpro.com/,2103,False,6.5,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Jacksonville,St. Johns Town Center Jacksonville FL,Accountants,Accounting I,(904) 378-8989,http://www.accountingone.co/,5.0,13,"2606 Old Middleburg Rd N, Jacksonville, FL 32210, USA",ChIJPaQWpKm45YgRMM47d5bvjhY,,200,https://www.accountingone.co/,2416,False,6.5,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Jacksonville,St. Johns Town Center Jacksonville FL,Accountants,Small Business Tax Accounting Payroll at Jacksonville Tax Accountants,(904) 217-6363,https://www.jacksonvilletaxaccountants.com/,4.6,12,"5011 Gate Pkwy building 100 suite 100, Jacksonville, FL 32256, USA",ChIJ-dIH3tFM5IgR97c3uZPoEic,,200,https://jacksonvilletaxaccountants.com/,2469,True,6.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Jacksonville,St. Johns Town Center Jacksonville FL,Accountants,Hartman Blitch & Gartside Certified Public Accountants,(904) 396-9802,http://www.hbgcpa.com/,5.0,4,"6817 Southpoint Pkwy STE 2303, Jacksonville, FL 32216, USA",ChIJJRm-DIa25YgR71DaKoDuc0w,,200,https://www.hbgcpa.com/,2246,False,2.0,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Jacksonville,Avondale Jacksonville FL,Accountants,PUNTA CANA MULTISERVICES,(904) 443-9018,http://www.puntacanamultiservices.com/,5.0,3,"4545-1a Shirley Ave, Jacksonville, FL 32210, USA",ChIJAc8dTg655YgRYmhamLj0oBo,,200,https://www.puntacanamultiservices.com/,2120,False,1.5,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Jacksonville,Fleming Island FL,Accountants,JC ACCOUNTING & TAXATION SERVICES LLC,(904) 881-0215,http://www.jctaxation.com/,5.0,1,"1880 E West Pkwy #8659, Fleming Island, FL 32003, USA",ChIJ6fm3TsvF5YgR6DW4cMQWuDM,,200,https://jctaxation.com/,1488,False,0.5,10,Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout.
FINAL_TARGET_REVAMP_LIST,Jacksonville,San Marco Jacksonville FL,Cleaning companies,"Wonderfully Maid Cleaning, LLC",(904) 235-6554,http://maidwonderfully.com/,4.9,225,"311 Glynlea Rd, Jacksonville, FL 32216, USA",ChIJS34KtjW15YgR4urV9rDooZQ,,200,https://maidwonderfully.com/,1230,False,60.0,8,"Outdated Copyright (2010), Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
FINAL_TARGET_REVAMP_LIST,Jacksonville,Neptune Beach FL,Cleaning companies,Atlantic Coastal Cleaning,(904) 207-2358,https://accpressurewashing.net/,5.0,33,"1015 Atlantic Blvd Suite 457, Atlantic Beach, FL 32233, USA",ChIJ89mRh_9J5IgRMbgT-qdMePM,,200,,573,True,26.5,8,"Not Mobile Friendly (No Viewport), Not SEO optimized - Google isn't pushing your business to be seen. Outdated web design layout."
