city,area,industry,name,phone,website,has_website,rating,review_count,address,place_id,url_type,has_ssl,final_url,http_status,alive,response_ms,redirect_url,needs_get,method_used,priority_score,lead_tier
Fort Lauderdale,Davie FL,Roofers,Trust My Roofer,(954) 355-1174,,No,5,323,"5832 Stirling Rd, Hollywood, FL 33021, USA",ChIJ37gRu2Kp2YgRo5Hyi-Xct64,none,False,,,False,,,False,none,100,no_website
Lakeland,Downtown Lakeland FL,Dentists,Hometown Dental,(863) 686-4300,,No,4.9,273,"1705 Skinner St, Lakeland, FL 33801, USA",ChIJn5ZPkhc_3YgRGnrHzmPs8Ss,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Old Northeast St Petersburg FL,Pest control,DO It Yourself Pest Control,(727) 545-2490,,No,4.7,261,"5793 54th Ave N, St. Petersburg, FL 33709, USA",ChIJ53jVtmDjwogRn_bPNOmx8zw,none,False,,,False,,,False,none,100,no_website
Kissimmee,Downtown Kissimmee FL,Med spas,Lienso Salud MedSpa,(407) 572-8717,,No,4.8,252,"1367 E Osceola Pkwy, Kissimmee, FL 34744, USA",ChIJq-jy6PmG3YgRUFuPZ7bXL60,none,False,,,False,,,False,none,100,no_website
West Palm Beach,Wellington FL,Med spas,SP Aesthetics,(561) 513-8812,,No,4.9,252,"3319 S State Rd 7, Wellington, FL 33449, USA",ChIJIf-IEmLW2IgRxpGEvACLm8o,none,False,,,False,,,False,none,100,no_website
Orlando,Dr Phillips Orlando FL,HVAC companies,Orlando HVAC Air Conditioning,(689) 698-5010,,No,4.9,240,"6000 N Orange Blossom Trl, Orlando, FL 32808, USA",ChIJCx3Mwg9ZlIARzWxxkXOIeRg,none,False,,,False,,,False,none,100,no_website
Tampa,Westshore Tampa FL,Chiropractors,Physical Chiropractic of Tampa Bay,(813) 207-5027,,No,5,190,"5810 W Cypress St Ste D, Tampa, FL 33607, USA",ChIJK75u5hfDwogRmRvTnb7WWz0,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Plumbers,Murray Brothers Plumbing,(813) 592-5048,,No,4.8,189,"2640 Cypress Ridge Blvd. STE 1946, Wesley Chapel, FL 33544, USA",ChIJubUaD0KxwogRZI8omRzvGlo,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Mortgage brokers,Kellie Czarny - The Mortgage Ace at Happy Home Mortgage,(407) 275-5112,,No,5,188,"620 Wymore Rd #220, Maitland, FL 32751, USA",ChIJAV8wRMpx54gREsY_bXlH_4s,none,False,,,False,,,False,none,100,no_website
Lakeland,Winter Haven FL,Dentists,Spring lake Dental,(863) 297-6555,,No,5,187,"1192 Havendale Blvd NW, Winter Haven, FL 33881, USA",ChIJP89QECkT3YgRr407VVqblSc,none,False,,,False,,,False,none,100,no_website
Clearwater,Clearwater Beach FL,Plumbers,"Able Plumbing, Inc",,,No,4.9,183,"14445 US Hwy 19 N suite b, Clearwater, FL 33764, USA",ChIJ7UU8iavlwogRoEYwAfo-hz0,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Davie FL,Real estate agents,Listings Center,(954) 708-3544,,No,4.8,171,"8540 W State Rd 84, Davie, FL 33324, USA",ChIJE73R1_EH2YgR29W6Qkr8LjE,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Davie FL,Med spas,Mize Med Spa and Wellness Center,(954) 765-6091,,No,4.5,169,"3728 Davie Rd, Davie, FL 33314, USA",ChIJWbaLLj6p2YgRtThjfL_3qJY,none,False,,,False,,,False,none,100,no_website
Orlando,Lake Nona Orlando FL,Accountants,AF Business Services,(407) 437-7119,,No,5,162,"10135 Hartford Maroon Rd, Orlando, FL 32827, USA",ChIJ7-dTB2Bj54gRCTjPAiSaqL8,none,False,,,False,,,False,none,100,no_website
Orlando,Winter Park FL,Cleaning companies,Evolution Deep Clean,(407) 476-8525,,No,4.9,160,"729 Executive Dr, Winter Park, FL 32789, USA",ChIJUdKvKS5d54gRVGNQWRdHUa4,none,False,,,False,,,False,none,100,no_website
Kissimmee,BVL Kissimmee FL,Remodelers,General Renovations And More LLC,(321) 805-1143,,No,5,160,"1224 Pecan St, Kissimmee, FL 34744, USA",ChIJfwUus_yF3YgRqYdg6CrJY9M,none,False,,,False,,,False,none,100,no_website
Orlando,Winter Park FL,Cleaning companies,GreatJobPro - House Cleaning Winter Garden,(407) 928-2738,,No,5,157,"9813 Lost Creek Dr, Winter Garden, FL 34787, USA",ChIJOTlqzbRM3aUR8cVfw_I1ZfM,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Wilton Manors FL,Electricians,Berger Brothers Electrical Service,(754) 465-7153,,No,4.8,152,"3847 N Andrews Ave #93C, Fort Lauderdale, FL 33309, USA",ChIJ95pwA6gB2YgR18Ptg2ZAGu0,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Pool service companies,Pool Shack,(407) 682-1280,,No,4.9,145,"790 N State Rd 434, Altamonte Springs, FL 32714, USA",ChIJl8-oA1dx54gRWGnFCch4tpU,none,False,,,False,,,False,none,100,no_website
Kissimmee,Downtown Kissimmee FL,Plumbers,Osceola Sewer and Drain Cleaning,(407) 325-7883,,No,5,141,"1757 Attilburgh Blvd, Melbourne, FL 32904, USA",ChIJ0f1ltBWF3YgRS34cyoLlWyA,none,False,,,False,,,False,none,100,no_website
Jacksonville,Southside Jacksonville FL,Accountants,The Tax Office,(904) 577-0086,,No,5,139,"6817 Southpoint Pkwy Ste 1601, Jacksonville, FL 32216, USA",ChIJySqwOwm15YgR_f2trcaPxDo,none,False,,,False,,,False,none,100,no_website
West Palm Beach,Palm Beach Gardens FL,Pool service companies,Tropical Blue Pool & Spa Care,(561) 286-4411,,No,4.8,139,"111 US-1 #153, North Palm Beach, FL 33408, USA",ChIJpcopckbV2IgRJaBBT3oi5LE,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Davie FL,Chiropractors,Novick Chiropractic Center,(954) 434-2225,,No,5,138,"4801 S University Dr, Davie, FL 33328, USA",ChIJ503BwUGo2YgRJkpMAnURQlE,none,False,,,False,,,False,none,100,no_website
Tampa,South Tampa FL,Pool service companies,Helpful Tampa Pool Care,(813) 730-5554,,No,4.9,133,"14938 N Florida Ave STE 162, Tampa, FL 33613, USA",ChIJQallzZPHwogRSq8fSnET9Jk,none,False,,,False,,,False,none,100,no_website
Jacksonville,Mandarin Jacksonville FL,Plumbers,ROOTER EXPRESS OF JAX LLC,(904) 909-1763,,No,5,132,"11648 Pine Acres Rd, Jacksonville, FL 32223, USA",ChIJa3S5Gy3P5YgRsq9wnWAkYdM,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Downtown St Petersburg FL,Mortgage brokers,Yoanny Perez Castillo-MORTGAGE LOAN ORIGINATOR,(813) 820-6981,,No,5,131,"360 Central Ave Suite 470, St. Petersburg, FL 33701, USA",ChIJK5RymLvRwogR8pNsXLQ6p6Y,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Coral Springs FL,Pool service companies,Total Pool Spa Maintenance,(954) 960-3338,,No,4.9,126,"6240 Coral Ridge Dr #336, Coral Springs, FL 33076, USA",ChIJiSnRibIR2YgRbzxLrCmwheI,none,False,,,False,,,False,none,100,no_website
Kissimmee,Poinciana FL,Plumbers,Marcus & Sons Plumbing Services,(863) 591-6535,,No,4.8,123,"1523 Eloise Ct #2947, Poinciana, FL 34759, USA",ChIJQ0Mo2-Sf3YgR2hokOIDdOkw,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Pompano Beach FL,Pool service companies,ABC Tropical Blue Pools LLC,(954) 388-0060,,No,4.9,123,"2900 W Sample Rd #36, Pompano Beach, FL 33073, USA",ChIJ3wgu2pId2YgRej4K4yru8_c,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Downtown St Petersburg FL,Pool service companies,Weekly Neighborhood Pool Care,(727) 677-5222,,No,4.8,119,"709 Gulf Way #472, St Pete Beach, FL 33706, USA",ChIJF0dQ2icDw4gRaThktF2-S8E,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Wilton Manors FL,Accountants,NG Tax,(954) 638-4826,,No,5,119,"601 W Oakland Park Blvd Suite A5, Fort Lauderdale, FL 33311, USA",ChIJ6bPzTe8H2YgROV6JJ8zDKJ4,none,False,,,False,,,False,none,100,no_website
Lakeland,Downtown Lakeland FL,Plumbers,Reel Plumbers of Central Florida,(863) 450-8908,,No,4.9,116,"6155 Florida Ave S, Lakeland, FL 33813, USA",ChIJbZKQnPE73YgRzxsfy2Eruy8,none,False,,,False,,,False,none,100,no_website
Orlando,Winter Park FL,Med spas,Emerald Medical Center and Spa,(650) 867-4838,,No,4.9,111,"1298 Minnesota Ave Suite H, Winter Park, FL 32789, USA",ChIJmxCyz-Jx54gRGCOROOlDWDQ,none,False,,,False,,,False,none,100,no_website
Lakeland,Downtown Lakeland FL,Landscapers,ACS Irrigation,(813) 575-2271,,No,4.6,111,"304 E Pine St #4969, Lakeland, FL 33801, USA",ChIJzxdD6I053YgRVx_8KEh4wCQ,none,False,,,False,,,False,none,100,no_website
Tampa,Seminole Heights Tampa FL,Pool service companies,Friendly Guys Pool Care,(813) 957-9996,,No,4.8,106,"5253 Ehrlich Rd STE 525, Tampa, FL 33624, USA",ChIJWUt4WaTBwogR2-8WNNB3qWs,none,False,,,False,,,False,none,100,no_website
Lakeland,South Lakeland FL,Landscapers,Franco's Lawn & Landscaping Service,(786) 469-1006,,No,4.8,106,"3303 Merlot Dr, Lakeland, FL 33811, USA",ChIJZ5eiWrg73YgRx8VYSD8niiE,none,False,,,False,,,False,none,100,no_website
Lakeland,Downtown Lakeland FL,Pool service companies,Jonny’s pool cleaning,(863) 812-6325,,No,5,101,"1220 Lakewood Rd, Lakeland, FL 33805, USA",ChIJYYaUBJ4y0GwRrzlEKjsd6cs,none,False,,,False,,,False,none,100,no_website
Clearwater,Safety Harbor FL,Plumbers,R Carr Inc Plumbing,(727) 725-1687,,No,4.5,100,"250 9th Ave N, Safety Harbor, FL 34695, USA",ChIJ4dQELWHuwogRFDRzJ9smpAs,none,False,,,False,,,False,none,100,no_website
Kissimmee,Celebration FL,Real estate agents,Sasha Hunter REALTOR® Keller Williams Realty At The Lakes,(407) 917-1845,,No,5,95,"700 Celebration Ave Suite 300, Kissimmee, FL 34747, USA",ChIJHSIEHUV_3YgRAtJr9ECko9A,none,False,,,False,,,False,none,100,no_website
West Palm Beach,Delray Beach FL,Chiropractors,"Alchemy Chiropractic, Inc.",(561) 573-4580,,No,5,94,"85 SE 4th Ave, Delray Beach, FL 33483, USA",ChIJQYZhQEXf2IgRNtoSewAdtWg,none,False,,,False,,,False,none,100,no_website
West Palm Beach,Wellington FL,Accountants,"The Tax Coach, Inc",(561) 383-6120,,No,4.9,94,"8401 Lake Worth Rd #203, Wellington, FL 33467, USA",ChIJr5TMiHIm2YgR-Hahv3BOtcQ,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Plumbers,Fast Home Plumbing,(407) 743-6256,,No,4.7,93,"917 FL-436 Suite 223, Casselberry, FL 32707, USA",ChIJXXKXP9Jv54gRprcy9YlUmsY,none,False,,,False,,,False,none,100,no_website
Tampa,Seminole Heights Tampa FL,Pool service companies,Happy Pool Care Pros,(813) 856-2220,,No,4.8,93,"3605 W Waters Ave #249, Tampa, FL 33614, USA",ChIJ14JvvmvBwogRSHs9Vc-USUk,none,False,,,False,,,False,none,100,no_website
Orlando,Dr Phillips Orlando FL,Pool service companies,The Orlando Pool Masters,(407) 544-4599,,No,4.8,92,"5060 W Colonial Dr STE 83, Orlando, FL 32808, USA",ChIJUazPiad554gR41Zxaa29wb8,none,False,,,False,,,False,none,100,no_website
Orlando,College Park Orlando FL,Plumbers,J&G Plumbing,(407) 759-3391,,No,4.7,91,"316 N Parramore Ave Suite 378, Orlando, FL 32801, USA",ChIJ8Yw1oBh754gRIaQ8i8TwbRQ,none,False,,,False,,,False,none,100,no_website
Lakeland,Winter Haven FL,Plumbers,Earl & Sons Sewer and Rooter,(863) 270-8542,,No,4.7,90,"1221 5th St SE Suite 527, Winter Haven, FL 33880, USA",ChIJRa9bhqQT3YgREvjAw7ZNImE,none,False,,,False,,,False,none,100,no_website
Jacksonville,Fleming Island FL,Plumbers,"Able Plumbing Repair Service, Inc.",(904) 298-2880,,No,4.2,90,"170 College Dr, Orange Park, FL 32065, USA",ChIJ3QQChIHE5YgR0WEh1gHz2Q4,none,False,,,False,,,False,none,100,no_website
Lakeland,Auburndale FL,Landscapers,Shonuff Landscaping LLC,(863) 508-0521,,No,4.8,89,"324 Bentley Oaks Blvd, Auburndale, FL 33823, USA",ChIJLfBZvMBr3YgRAia_APZbBNI,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Plantation FL,Chiropractors,Plantation Chiropractic,(954) 792-3343,,No,5,89,"2 S University Dr Suite 120, Plantation, FL 33324, USA",ChIJn3AU1CgH2YgRUjAdUcoznFw,none,False,,,False,,,False,none,100,no_website
Clearwater,Clearwater Beach FL,Cleaning companies,Aaro Kleen Maid Services LLC,(727) 501-5343,,No,5,88,"25941 US Hwy 19 N UNIT 14702, Clearwater, FL 33763, USA",ChIJkwKeowbuwogRXV9mX3xCpso,none,False,,,False,,,False,none,100,no_website
Tampa,Seminole Heights Tampa FL,Accountants,TampTax,(813) 237-5567,,No,4.5,86,"309 W Dr Martin Luther King Jr Blvd, Tampa, FL 33603, USA",ChIJ2VBsHhLEwogRS1p-QnS8NaI,none,False,,,False,,,False,none,100,no_website
Lakeland,Downtown Lakeland FL,Landscapers,Nursery Landscape & Garden Center,(863) 644-7331,,No,4.3,84,"5955 Florida Ave S, Lakeland, FL 33813, USA",ChIJc00QD-w73YgR61a1mTY11DU,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Pompano Beach FL,Pest control,B.R.A PEST CONTROL INC,(954) 371-4495,,No,5,83,"4211 NE 4th Ave, Pompano Beach, FL 33064, USA",ChIJnyzkFUcd2YgRLgSjFo-_5uU,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Wilton Manors FL,HVAC companies,"Echo Air Conditioning, Corp",(954) 366-4585,,No,4.5,83,"2200 NE 12th Ave, Wilton Manors, FL 33305, USA",ChIJF-wBDYwB2YgREBJQ0Qa-mMQ,none,False,,,False,,,False,none,100,no_website
Kissimmee,St Cloud FL,Dentists,Family Dentistry of St Cloud,(407) 892-3326,,No,4.6,81,"1300 13th St, St Cloud, FL 34769, USA",ChIJl_pyYFqO3YgR8337NkIMa04,none,False,,,False,,,False,none,100,no_website
Clearwater,Palm Harbor FL,HVAC companies,Metron Air,(727) 422-2494,,No,4.9,77,"35246 US Hwy 19 N #334, Palm Harbor, FL 34683, USA",ChIJ8yNivxWMcw8RHa6gbT-fZIc,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Real estate agents,"Johanna Navarro, Wesley Chapel Realtor",(813) 299-9870,,No,4.8,74,"27251 Wesley Chapel Blvd Ste 323, Wesley Chapel, FL 33544, USA",ChIJMzYPuOOxwogRLF677cREQ04,none,False,,,False,,,False,none,100,no_website
Jacksonville,Fleming Island FL,Plumbers,Harry H Hill Plumbing Inc,(904) 389-1909,,No,5,74,"12 Widener Way, Orange Park, FL 32073, USA",ChIJ50NpPuTF5YgRR30Zlam_lLU,none,False,,,False,,,False,none,100,no_website
Jacksonville,Fleming Island FL,Real estate agents,"Laura Joy Graham, Realtor at Coldwell Banker Vanguard Realty",(904) 778-6982,,No,5,73,"4371 US-17 #101, Fleming Island, FL 32003, USA",ChIJpySLDfvF5YgRd0eMrP8SHIg,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Plantation FL,Electricians,Zagros Electric LLC,(954) 258-9451,,No,4.9,73,"Plantation, FL 33317, USA",ChIJY8xOE68H2YgRhEWlNoJkpaE,none,False,,,False,,,False,none,100,no_website
West Palm Beach,Palm Beach Gardens FL,Personal injury attorneys,Injury Legal Firm,(866) 529-1114,,No,4.9,73,"3801 PGA Blvd Suite 600, Palm Beach Gardens, FL 33410, USA",ChIJW5Qm9KXH2YgRaovphLqzM8w,none,False,,,False,,,False,none,100,no_website
West Palm Beach,Boca Raton FL,HVAC companies,"AC Xperts of Florida, Inc.",(561) 671-0005,,No,5,73,"240 W Palmetto Park Rd # 310, Boca Raton, FL 33432, USA",ChIJj9pCs6J-RkYRS5oYVVXTntI,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Pinellas Park FL,Remodelers,PRO Cabinet And Stone,(727) 256-1642,,No,4.9,72,"6401 49th Street N, Pinellas Park, FL 33781, USA",ChIJux91X4TkwogRf_eKaleT4EY,none,False,,,False,,,False,none,100,no_website
Kissimmee,Downtown Kissimmee FL,Pest control,Commander Pest Control,(407) 360-3652,,No,5,72,"992 Osceola Pkwy, Kissimmee, FL 34744, USA",ChIJJdMC5Lwk5qQRDmHxTRtr7Qs,none,False,,,False,,,False,none,100,no_website
Orlando,Dr Phillips Orlando FL,Accountants,Mr Rob Tax Services LLC,,,No,5,71,"7380 W Sand Lake Rd Suite 500, Orlando, FL 32819, USA",ChIJ0-MmplF_54gR7xPC6UEbfDA,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Wilton Manors FL,Chiropractors,Handcraft Chiropractic,(954) 283-4859,,No,4.9,71,"1234 NE 4th Ave suite B, Fort Lauderdale, FL 33304, USA",ChIJM5Ku3DwB2YgRCq8L5gi_rH0,none,False,,,False,,,False,none,100,no_website
West Palm Beach,Boynton Beach FL,Plumbers,Speedy Plumbing & Heating,(561) 794-4838,,No,5,71,"609 N Railroad Ave #4, Boynton Beach, FL 33435, USA",ChIJWXOnLxDf2IgRhNLjKU984Sc,none,False,,,False,,,False,none,100,no_website
West Palm Beach,Delray Beach FL,Mortgage brokers,First Trust Mortgage Company - Delray Branch,(561) 347-2501,,No,5,71,"103 NE 2nd St, Delray Beach, FL 33444, USA",ChIJg63NI9nf2IgRCv9y6o_XEx4,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Coral Springs FL,Mortgage brokers,Anita Perl First Alliance Home Mortgage,(954) 520-6670,,No,5,69,"331 NW 101st Terrace, Coral Springs, FL 33071, USA",ChIJ89NNZR4F2YgRSehUgqXzpOs,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Davie FL,Pool service companies,Cool Pools Services,(954) 588-8360,,No,4.9,69,"541 SW 167th Ave, Weston, FL 33326, USA",ChIJxx0NBBEK2YgRbq809UiAkFg,none,False,,,False,,,False,none,100,no_website
Kissimmee,Celebration FL,Real estate agents,"The Barnes Real Estate Team, Keller Williams Realty at the Lakes",(407) 973-2414,,No,5,66,"700 Celebration Ave Suite 300, Kissimmee, FL 34747, USA",ChIJ76KHONx43YgRPd2CmbNghmo,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Old Northeast St Petersburg FL,HVAC companies,Father & Sons AC / Heating Inc.,(727) 321-9588,,No,4.7,65,"8095 46th Ave N, St. Petersburg, FL 33709, USA",ChIJd7S--Qj9wogRcf--qJS32No,none,False,,,False,,,False,none,100,no_website
Kissimmee,Downtown Kissimmee FL,Electricians,"Grace Services and Contracting, LLC",(407) 419-1605,,No,5,65,"2447 Quail Hollow Ave, Kissimmee, FL 34744, USA",ChIJK0W0x3qG3YgRyFu8rpDFGr4,none,False,,,False,,,False,none,100,no_website
West Palm Beach,Boca Raton FL,Personal injury attorneys,Big Ben Injury Law PLLC. | Car Accident Lawyer,(561) 765-2540,,No,4.9,64,"1200 N Federal Hwy Suite 300, Boca Raton, FL 33432, USA",ChIJZ9Kr_mrh2IgRal1kdoUsG-o,none,False,,,False,,,False,none,100,no_website
Orlando,Winter Park FL,Roofers,ROOFING CONSTRUCTION SERVICES LLC,(689) 345-7999,,No,4.9,62,"2745 W Fairbanks Ave Ste. 205, Winter Park, FL 32789, USA",ChIJswE6Ubdx54gRkTkfZynnvt8,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Coral Springs FL,Property managers,SunState Management LLC,(954) 510-6552,,No,3.6,62,"10211 W Sample Rd Suite 208, Coral Springs, FL 33065, USA",ChIJ87jpUDQF2YgR6VQzyHaSY4s,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Pompano Beach FL,Remodelers,"MAGIC HANDS HOME SERVICES,Corp.",(954) 793-9808,,No,4.9,62,"304 SE 10th Ave Suite #D, Pompano Beach, FL 33060, USA",ChIJg3O59zsD2YgRWm6U4HhxU6o,none,False,,,False,,,False,none,100,no_website
West Palm Beach,Boca Raton FL,Cleaning companies,"Keyah's Kleaning,LLC",(561) 396-3840,,No,4.9,61,"433 Plaza Real Ste 275A, Boca Raton, FL 33432, USA",ChIJbwpoPS4m2YgR6oERWicCUcc,none,False,,,False,,,False,none,100,no_website
Clearwater,Clearwater Beach FL,Pool service companies,The Blue Pool Cleaners,(727) 477-9666,,No,4.8,60,"1233 Cleveland St #70, Clearwater, FL 33755, USA",ChIJAcdLqEPxwogRm6DwFyjxkgU,none,False,,,False,,,False,none,100,no_website
Lakeland,Auburndale FL,Plumbers,Brothers Plumbing Inc,(863) 965-1172,,No,3.8,60,"617 Pine St, Auburndale, FL 33823, USA",ChIJq-poaE1r3YgRPIc54fcmv58,none,False,,,False,,,False,none,100,no_website
Jacksonville,Mandarin Jacksonville FL,Property managers,The Property Management Company of Jacksonville,(904) 565-1084,,No,4.7,59,"9310 Old Kings Rd S STE 1101, Jacksonville, FL 32257, USA",ChIJK4K9glfK5YgR-uTTj00o9U8,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Pompano Beach FL,Mortgage brokers,MORTGAGES R US INC,(954) 951-1112,,No,5,59,"6245 N Federal Hwy # 422, Fort Lauderdale, FL 33308, USA",ChIJk-bTdl0C2YgR9YegQ38hs4M,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Pompano Beach FL,HVAC companies,Javi Air Conditioning LLC,(786) 580-0759,,No,5,58,"1850 NW 1st Way, Pompano Beach, FL 33060, USA",ChIJUX6ocO8D2YgRiyLtAVGaJLA,none,False,,,False,,,False,none,100,no_website
Clearwater,Palm Harbor FL,Med spas,Beneath the Surface Skincare MedSpa,(727) 744-7338,,No,4.9,56,"1440 Palm Harbor Blvd, Palm Harbor, FL 34683, USA",ChIJuwY7cnTzwogRODDxlyiPeF8,none,False,,,False,,,False,none,100,no_website
Kissimmee,Celebration FL,Electricians,Celebration Garage Door Repair,(321) 218-2922,,No,5,56,"1420 Celebration Blvd STE 200, Kissimmee, FL 34747, USA",ChIJx3w9XUN53YgR9DWS8BHOlRg,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Landscapers,HomeTeam Lawn & Landscape llc,(813) 817-9554,,No,4.4,55,"4130 Fox Ridge Blvd, Wesley Chapel, FL 33543, USA",ChIJsWl6lY2xwogR3AJf2d3jdz4,none,False,,,False,,,False,none,100,no_website
Clearwater,Clearwater Beach FL,Electricians,Switch Electric LLC,(800) 929-5035,,No,4.4,55,"555 Frederica Ln, Dunedin, FL 34698, USA",ChIJPx-YvgrrwogREG7Tgrb9_48,none,False,,,False,,,False,none,100,no_website
Fort Lauderdale,Pompano Beach FL,Remodelers,Ez Pro Construction Group,(954) 214-3513,,No,4.9,55,"1661 N Dixie Hwy Unit 1, Pompano Beach, FL 33060, USA",ChIJH0qUpy-t2YgRSMI2OcrLoR8,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Plumbers,Rey Plumbing,(813) 364-3453,,No,4.4,54,"6119 Old Pasco Rd, Wesley Chapel, FL 33544, USA",ChIJRconnoGtwogRZhMtFOwVeq8,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Downtown St Petersburg FL,Pool service companies,sammie porch pool service llc,(727) 906-7282,,No,4.8,53,"4675 19th Ave S, St. Petersburg, FL 33711, USA",ChIJwbWHPEjiwogRf6phQ6Z_YnA,none,False,,,False,,,False,none,100,no_website
Kissimmee,Celebration FL,Cleaning companies,Green Solutions Cleaning Services,(407) 252-4285,,No,4.9,53,"309 Robin Rd, Davenport, FL 33896, USA",ChIJETsS56p53YgRTDQ3d9nxTyI,none,False,,,False,,,False,none,100,no_website
Jacksonville,Fleming Island FL,Chiropractors,Fleming Island Family Chiropractic,(904) 264-3770,,No,4.7,52,"1835 E West Pkwy STE 3, Orange Park, FL 32003, USA",ChIJrWc2jEbF5YgRPP3oF0kL7HY,none,False,,,False,,,False,none,100,no_website
West Palm Beach,Wellington FL,Cleaning companies,Old Man Cleaning & Maintenance,(561) 247-1718,,No,4.9,52,"1235 Summerwood Cir, Wellington, FL 33414, USA",ChIJo6pqBkwv2YgRfeIKlEs8xOA,none,False,,,False,,,False,none,100,no_website
Clearwater,Palm Harbor FL,Personal injury attorneys,"Morgenstern & Herd, PLLC",(813) 355-6819,,No,4.9,50,"5875 Hawks Cor, Palm Harbor, FL 34685, USA",ChIJMVCQvBLDwogRtk0VryZULBI,none,False,,,False,,,False,none,100,no_website
