city,area,industry,name,phone,website,has_website,rating,review_count,address,place_id,pipeline_stage,fake_tier,http_status,redirect_url,response_ms,has_ssl,priority_score
Fort Lauderdale,Tamarac FL,Remodelers,MB HOME IMPROVEMENTS,(954) 707-6550,,No,4.8,40,"6412 N University Dr SUITE 102, Tamarac, FL 33321, USA",ChIJ__-v8VEP2YgRGt8NF_VZGso,no_website,,,,,False,100
Fort Lauderdale,Cypress Creek Fort Lauderdale FL,Roofers,ROOFING AND CONSTRUCTION - Repair & Installation,(954) 686-1518,,No,5.0,33,"1111 SW 21st Ave b18, Fort Lauderdale, FL 33312, USA",ChIJ6wMgJyoB2YgRRDHJky4PMFA,no_website,,,,,False,100
Fort Lauderdale,Lauderdale-by-the-Sea FL,Pool service companies,Blue Harbor Pool Service inc.,(954) 868-5040,,No,4.9,31,"10581 NW 28th Pl, Sunrise, FL 33322, USA",ChIJCzjZpaUH2YgRFYdRAnzAeQs,no_website,,,,,False,100
Fort Lauderdale,Coral Springs FL,Roofers,"ROOF LIFE REPAIRS, LLC",(954) 775-7260,,No,4.9,31,"9105 NW 21st Ct, Coral Springs, FL 33071, USA",ChIJ7XWdWni2nAAR_iiTVS3sH-E,no_website,,,,,False,100
Fort Lauderdale,Pompano Beach FL,Accountants,The Rojas Group,(561) 888-5511,,No,4.9,30,"1733 NE 39th St, Pompano Beach, FL 33064, USA",ChIJX9Q1C4RMtUIRDIAZT6RU5Xc,no_website,,,,,False,100
Fort Lauderdale,Pompano Beach FL,Accountants,Loyal Tax Multi Services LLC,(754) 269-0066,,No,4.9,29,"2410 NW 16th Ln suite B, Pompano Beach, FL 33064, USA",ChIJZRFyzq-p2YgRbTzOyNaiSnc,no_website,,,,,False,100
Fort Lauderdale,Tamarac FL,Remodelers,"MARCO & CO, LLC",(954) 934-8612,,No,5.0,29,"7300 W McNab Rd Ste 219, Tamarac, FL 33321, USA",ChIJjT7uFUMF2YgRZ3hpEZC5uM8,no_website,,,,,False,100
Fort Lauderdale,Sunrise FL,Pool service companies,Crystal Pool Services Inc,(954) 748-1306,,No,3.8,27,"10718 NW 53rd St, Sunrise, FL 33351, USA",ChIJM8HzHEwP2YgR3mhKDIgGWZc,no_website,,,,,False,100
Fort Lauderdale,Sunrise FL,Remodelers,PG Kitchen & Bath,(954) 648-1632,,No,5.0,27,"13111 W Sunrise Blvd, Sunrise, FL 33323, USA",ChIJPydPlpIK2YgR-9NkX_5_pEg,no_website,,,,,False,100
Fort Lauderdale,Las Olas Fort Lauderdale FL,Plumbers,Fort Lauderdale Plumbing Co,(954) 754-9578,,No,5.0,25,"616 NW 2nd Ave, Fort Lauderdale, FL 33311, USA",ChIJOywuLgEr6IkR7uuXS4wsi28,no_website,,,,,False,100
Fort Lauderdale,Coral Springs FL,Plumbers,On Site Plumber & Leak Detection,(754) 294-5816,,No,4.9,25,"1501 Coral Ridge Dr, Coral Springs, FL 33071, USA",ChIJ45Swwz0P2YgRhyXRleIU5go,no_website,,,,,False,100
Fort Lauderdale,Davie FL,Pool service companies,Only pool services,(954) 707-7089,,No,5.0,25,"4449 Stirling Rd suite 3, Davie, FL 33314, USA",ChIJ5fvRJ2Kp2YgRbqOHa5BmYVY,no_website,,,,,False,100
Fort Lauderdale,Las Olas Fort Lauderdale FL,Plumbers,TMV Emergency Plumber Fort Lauderdale,(623) 253-6239,,No,5.0,23,"2876 FL-7, Fort Lauderdale, FL 33313, USA",ChIJ9YT6rdsG2YgR93mJ0MLwncM,no_website,,,,,False,100
Fort Lauderdale,Davie FL,Plumbers,Ace Plumber Davie FL,(754) 227-6699,,No,5.0,23,"32 SW 23rd St, Davie, FL 33317, USA",ChIJwSOCAJcv4UQRCyT1fpSxoUg,no_website,,,,,False,100
Fort Lauderdale,Sunrise FL,Roofers,Rokub Roofing,(754) 581-1954,,No,4.9,23,"745 Shotgun Rd, Sunrise, FL 33326, USA",ChIJ2XotP74J2YgR8QWKd5mR1S0,no_website,,,,,False,100
Fort Lauderdale,Las Olas Fort Lauderdale FL,Plumbers,All Star Plumber Fort Lauderdale,(754) 354-4505,,No,5.0,22,"724 NW 8th Ave, Fort Lauderdale, FL 33311, USA",ChIJz-5LWXAFiIYROYSCpNu2rsA,no_website,,,,,False,100
Fort Lauderdale,Wilton Manors FL,HVAC companies,L&L heating and cooling,(954) 618-9968,,No,4.9,22,"1421 NE 13th Ave, Fort Lauderdale, FL 33304, USA",ChIJ8Vr1_jwB2YgR3nPHFiOyvtM,no_website,,,,,False,100
Fort Lauderdale,Hallandale Beach FL,Electricians,Nevco Electric Supply,(954) 963-0051,,No,4.8,22,"3180 W Pembroke Rd, Hallandale Beach, FL 33009, USA",ChIJXb4MS_er2YgRUOWG-NWhLSk,no_website,,,,,False,100
Fort Lauderdale,Wilton Manors FL,Roofers,Secure Span Roofing,(754) 314-3194,,No,4.9,21,"1528 Middle River Dr, Fort Lauderdale, FL 33304, USA",ChIJWxT_8NAB2YgRnwBhMomBKY8,no_website,,,,,False,100
Fort Lauderdale,Wilton Manors FL,Roofers,Max Guard Roofing,(754) 314-3131,,No,4.8,21,"2309 NE 12th Ct, Fort Lauderdale, FL 33304, USA",ChIJS5mvH7IB2YgRHrQCZT7mxd8,no_website,,,,,False,100
Fort Lauderdale,Coral Springs FL,Plumbers,Unique Improvement Inc. / UI Plumbing,(754) 368-4744,,No,5.0,21,"2900 N University Dr #43, Coral Springs, FL 33065, USA",ChIJU00xHTcF2YgRYYASLlnvGhs,no_website,,,,,False,100
Fort Lauderdale,Deerfield Beach FL,Roofers,Roofing Company Near Me Deerfield Beach,(754) 704-4805,,No,5.0,21,"1761 W Hillsboro Blvd # 402, Deerfield Beach, FL 33442, USA",ChIJbegqwKYd2YgRKq0bYDIkBxs,no_website,,,,,False,100
Fort Lauderdale,Hallandale Beach FL,HVAC companies,ROBLES HVAC SERVICE,(645) 207-8301,,No,4.8,21,"400 SE 3rd Ave, Hallandale Beach, FL 33009, USA",ChIJ55v7kNIchkkR_jcoriSF8uo,no_website,,,,,False,100
Fort Lauderdale,Coral Ridge Fort Lauderdale FL,Roofers,Invictus Roofing Solutions,(954) 449-6781,,No,4.9,20,"2831 NE 21st Ct, Fort Lauderdale, FL 33305, USA",ChIJi3bItOUB2YgRyJavtawYUT4,no_website,,,,,False,100
Fort Lauderdale,Coral Springs FL,Accountants,TaxLeaf Coral Springs,(954) 345-7585,,No,5.0,20,"3111 N University Dr #105, Coral Springs, FL 33065, USA",ChIJdYOutzYF2YgR9lR3qWAjXu4,no_website,,,,,False,100
Fort Lauderdale,Las Olas Fort Lauderdale FL,Roofers,Modulo Roofing Group,(754) 290-5905,,No,4.9,19,"1112 NE 2nd St, Fort Lauderdale, FL 33301, USA",ChIJcaNpRbUB2YgRKlpHuXrGFxk,no_website,,,,,False,100
Fort Lauderdale,Las Olas Fort Lauderdale FL,HVAC companies,Fort Lauderdale Heating & Air Conditioning,(954) 620-6273,,No,4.8,19,"111 Nugent Ave, Fort Lauderdale, FL 33312, USA",ChIJ_zsex9KeToYRbxUxOOBe_p8,no_website,,,,,False,100
Fort Lauderdale,Las Olas Fort Lauderdale FL,Landscapers,Leo Lawn Service And Landscaping,(954) 303-1410,,No,4.5,17,"2728 Davie Blvd #71, Fort Lauderdale, FL 33312, USA",ChIJWTNSuxgB2YgRgRwRkar2cWk,no_website,,,,,False,100
Fort Lauderdale,Lauderdale-by-the-Sea FL,Electricians,First Choice Home Electricians,(954) 237-1121,,No,5.0,17,"4109 N Ocean Dr, Lauderdale-By-The-Sea, FL 33308, USA",ChIJDXq4X4392IgRL1FZ7qqbj5M,no_website,,,,,False,100
Fort Lauderdale,Coral Ridge Fort Lauderdale FL,Roofers,Four Corners Roofing Supply,(754) 714-7162,,No,4.9,17,"2841 NE 24th Ct, Fort Lauderdale, FL 33305, USA",ChIJWVic5OIB2YgRgvUIwZAtFnM,no_website,,,,,False,100
Fort Lauderdale,Pompano Beach FL,Electricians,First Choice Home Electrician Pompano Beach,(754) 752-8351,,No,5.0,17,"5253 N Dixie Hwy, Pompano Beach, FL 33064, USA",ChIJO2UCh-4d2YgR6Xyd5OhB7TI,no_website,,,,,False,100
Fort Lauderdale,Deerfield Beach FL,Pest control,Howie the Bugman Pest Control,(954) 427-1784,,No,4.8,17,"3281 SW 3rd St, Deerfield Beach, FL 33442, USA",ChIJFZcJS_8c2YgRLPxlEvFZ6cg,no_website,,,,,False,100
Fort Lauderdale,Davie FL,Electricians,1st Electricians,(954) 355-7542,,No,5.0,17,"3400 Davie Rd, Davie, FL 33314, USA",ChIJX70pWFyp2YgRLMUuwOrTWFo,no_website,,,,,False,100
Fort Lauderdale,Sunrise FL,Plumbers,Sunrise Plumbing & Drain,(754) 336-6042,,No,5.0,17,"8053 W Oakland Park Blvd #34, Sunrise, FL 33351, USA",ChIJm3APnTcH2YgRwhQILYtmHEQ,no_website,,,,,False,100
Fort Lauderdale,Tamarac FL,HVAC companies,Tamarac Heating & Cooling,(954) 852-0704,,No,5.0,17,"6P6X+FM, Woodmont Plaza Shopping Center, 7130 N University Dr, Tamarac, FL 33321, USA",ChIJnW9gR2Ox2YgRDx45exI-Uv0,no_website,,,,,False,100
Fort Lauderdale,Las Olas Fort Lauderdale FL,Roofers,Vector Roofing Solutions,(954) 448-7281,,No,4.9,16,"1609 SE 2nd Ct, Fort Lauderdale, FL 33301, USA",ChIJwb6bgb4B2YgRaFxN21djUM4,no_website,,,,,False,100
Fort Lauderdale,Wilton Manors FL,Plumbers,Main Oakland Plumbing and Sewer,(754) 327-6006,,No,5.0,16,"1400 E Oakland Park Blvd Unit 18, Oakland Park, FL 33334, USA",ChIJjUfbUeQB2YgRa6H23QI5cls,no_website,,,,,False,100
Fort Lauderdale,Wilton Manors FL,Electricians,1st Electricians,(954) 231-6866,,No,4.8,16,"520 NE 20th St, Wilton Manors, FL 33305, USA",ChIJvwaGgusB2YgRsduxHG3NUwQ,no_website,,,,,False,100
Fort Lauderdale,Coral Ridge Fort Lauderdale FL,Remodelers,Reliable Florida Contractors,(754) 260-8034,,No,5.0,16,"United States, Florida, Fort Lauderdale, ノースウェスト 57th コート 802",ChIJd8hcJ7QD2YgRz9mrr3tmPis,no_website,,,,,False,100
Fort Lauderdale,Hallandale Beach FL,Cleaning companies,South Florida Cleaning LLC,(954) 394-7746,,No,4.4,16,"851 Three Islands Boulevard, Hallandale Beach, FL 33009, USA",ChIJE610Bdet2YgR_Lz2ndwYrhg,no_website,,,,,False,100
Fort Lauderdale,Plantation FL,Remodelers,Lassco Renovations,(305) 396-9020,,No,4.9,15,"8201 Peters Rd #1000, Plantation, FL 33324, USA",ChIJb5fYzJ4H2YgRqIxfo92PtZs,no_website,,,,,False,100
Fort Lauderdale,Las Olas Fort Lauderdale FL,Electricians,First Property Electrician Fort Lauderdale,(954) 355-6907,,No,5.0,14,"405 NE 2nd St, Fort Lauderdale, FL 33301, USA",ChIJhWK_cRIB2YgRthfalSp4Xhw,no_website,,,,,False,100
Fort Lauderdale,Wilton Manors FL,Accountants,Better Income Tax Service,(954) 561-1040,,No,4.7,14,"660 W Oakland Park Blvd, Wilton Manors, FL 33311, USA",ChIJu4VH73oB2YgRF1xz8w_XAE8,no_website,,,,,False,100
Fort Lauderdale,Deerfield Beach FL,Remodelers,"Eco Pure Construction, Inc",(561) 455-3070,,No,4.7,14,"288 SW 12th Ave, Deerfield Beach, FL 33442, USA",ChIJzRzp-p8d2YgRxjx1is1QRQs,no_website,,,,,False,100
Fort Lauderdale,Davie FL,Plumbers,Davie Plumbing & Drain Pro,(754) 331-9307,,No,5.0,14,"5200 S University Dr #150, Davie, FL 33328, USA",ChIJWXv_BPBB9YgR1JhP9kO4qV4,no_website,,,,,False,100
Fort Lauderdale,Sunrise FL,Roofers,"Garcia Flood, Fire & Roof Restore",(754) 333-5200,,No,4.8,14,"10660 NW 26th Pl, Sunrise, FL 33322, USA",ChIJnZX1SrkJ2YgR-svnbTOU9ws,no_website,,,,,False,100
Fort Lauderdale,Tamarac FL,Electricians,Full Service Home Electrician,(754) 285-5929,,No,5.0,14,"8040 W McNab Rd, North Lauderdale, FL 33068, USA",ChIJtxmO1psF2YgRnwTZl9AsVsA,no_website,,,,,False,100
Fort Lauderdale,Wilton Manors FL,Cleaning companies,We Wash Stuff,(917) 499-2103,,No,5.0,13,"9 NE 19th Ct, Wilton Manors, FL 33305, USA",ChIJ2SL5yfQTlGsRLza46wnRP6M,no_website,,,,,False,100
Fort Lauderdale,Pompano Beach FL,Accountants,Smart Tax,(954) 782-3610,,No,4.7,13,"535 E Sample Rd, Pompano Beach, FL 33064, USA",ChIJfUz7IEkd2YgRTygCaaGWy1s,no_website,,,,,False,100
Fort Lauderdale,Sunrise FL,Cleaning companies,Exclusively Clean LLC,(754) 800-4253,,No,5.0,13,"7756 NW 44th St Suite B, Sunrise, FL 33351, USA",ChIJsWRLxlsH2YgRWBaV1xpDiO0,no_website,,,,,False,100
Fort Lauderdale,Wilton Manors FL,Accountants,Capital Associates,(954) 368-3361,,No,3.7,12,"Wilton Manors, FL 33334, USA",ChIJ2aVQXoIB2YgRMKBsFO8m0wI,no_website,,,,,False,100
Fort Lauderdale,Wilton Manors FL,HVAC companies,Broward County Heating & Air Conditioning,(954) 329-2852,,No,4.6,11,"2045 Wilton Dr, Wilton Manors, FL 33305, USA",ChIJ8zGjcEKx2YgR_w4utVWWYyY,no_website,,,,,False,100
Fort Lauderdale,Plantation FL,Remodelers,"Garcia Flood, Fire & Roof Restore",(754) 290-2800,,No,4.7,11,"110 Jacaranda Country Club Dr #102, Plantation, FL 33324, USA",ChIJ_UOKrSwH2YgR0KVrOyIk9Pc,no_website,,,,,False,100
Fort Lauderdale,Hallandale Beach FL,Landscapers,Mr Hicks Landscaping LLC,(754) 816-0191,,No,4.6,11,"753 NW 4th St, Hallandale Beach, FL 33009, USA",ChIJ_9Don-qr2YgR6YSzvbDIzeM,no_website,,,,,False,100
Fort Lauderdale,Hallandale Beach FL,HVAC companies,Hallandale Beach HVAC Solutions: Heating & Air Conditioning,(754) 764-1563,,No,5.0,11,"940 W Hallandale Beach Blvd, Hallandale Beach, FL 33009, USA",ChIJs2NZYv0d2YgRUQy7abMsspk,no_website,,,,,False,100
Fort Lauderdale,Las Olas Fort Lauderdale FL,HVAC companies,Fort Lauderdale Heating And Air Conditioning,(754) 315-4340,,No,5.0,10,"1014 NW 10th Ave, Fort Lauderdale, FL 33311, USA",ChIJLSsbOIcH2YgRfuLVc8EX-gM,no_website,,,,,False,100
Fort Lauderdale,Davie FL,Accountants,Shum Danny CPA,(954) 252-5778,,No,5.0,10,"5220 S University Dr STE 207, Davie, FL 33328, USA",ChIJNUsu_EKo2YgRRqCE2hzJSh0,no_website,,,,,False,100
Fort Lauderdale,Tamarac FL,Plumbers,Winder Plumber Tamarac,(754) 341-6021,,No,5.0,10,"7421 N University Dr, Tamarac, FL 33321, USA",ChIJI3xePKkF2YgR1MqaQkQh3O0,no_website,,,,,False,100
Fort Lauderdale,Hallandale Beach FL,Accountants,Mad Accounting and Taxes LLC,(786) 704-4244,,No,5.0,10,"1001 N Federal Hwy #305, Hallandale Beach, FL 33009, USA",ChIJB_ndUE-r2YgRLBAf0HyIfpg,no_website,,,,,False,100
Fort Lauderdale,Las Olas Fort Lauderdale FL,Remodelers,RS Remodeling Services LLC,(954) 444-1974,,No,4.6,9,"3901 W Broward Blvd #121236, Fort Lauderdale, FL 33312, USA",ChIJh3HXvuccAQMRA9XTKUfpEKs,no_website,,,,,False,100
Fort Lauderdale,Wilton Manors FL,Remodelers,Wilton Manors Handymen,(954) 302-1913,,No,4.6,9,"2625 NW 5th Ave, Wilton Manors, FL 33311, USA",ChIJwYatFzEB2YgR3U1b3NOlq98,no_website,,,,,False,100
Fort Lauderdale,Coral Ridge Fort Lauderdale FL,Landscapers,Surfside Tree & Landscape Inc,(954) 605-4108,,No,3.7,9,"2700 NE 27th Ave, Fort Lauderdale, FL 33306, USA",ChIJ5RSbM_AB2YgRlfoQ1oRL4So,no_website,,,,,False,100
Fort Lauderdale,Pompano Beach FL,Pest control,Pest Control Pompano Beach,(561) 270-4994,,No,5.0,9,"861 S Cypress Rd, Pompano Beach, FL 33060, USA",ChIJDRc842IRXCYRdYNC8tD4XZU,no_website,,,,,False,100
Fort Lauderdale,Deerfield Beach FL,Landscapers,JJ's Lawncare & Landscaping,(754) 779-2837,,No,4.1,9,"340 SW 1st Terrace, Deerfield Beach, FL 33441, USA",ChIJJ_SEtNMd2YgRhSMrHV79_Zs,no_website,,,,,False,100
Fort Lauderdale,Sunrise FL,Remodelers,"Riol Construction, LLC",(786) 371-8931,,No,5.0,9,"11650 NW 40th Pl, Sunrise, FL 33323, USA",ChIJq0DJKhgJ2YgRjigXDtl2X3k,no_website,,,,,False,100
Fort Lauderdale,Deerfield Beach FL,Electricians,H&K Electrical Inc.,(561) 377-5955,,No,5.0,7,"1717 SW 1st Way, Deerfield Beach, FL 33441, USA",ChIJaU94JAEd2YgRhJm1GXsDUnE,no_website,,,,,False,100
Fort Lauderdale,Tamarac FL,Cleaning companies,Maggy's Cleaning Services,(954) 822-4116,,No,4.9,7,"4179 Lakeside Dr, Tamarac, FL 33319, USA",ChIJX-8jDhcE2YgRqMAFOXM_Hy8,no_website,,,,,False,100
Fort Lauderdale,Wilton Manors FL,Remodelers,Wilton Manors Drywall Experts,(786) 220-6992,,No,5.0,6,"2266 Wilton Dr, Wilton Manors, FL 33305, USA",ChIJiW_cRFgB2YgREF723LtlvoY,no_website,,,,,False,100
Fort Lauderdale,Lauderdale-by-the-Sea FL,Remodelers,VIP Bathroom Remodeling & Restoration,(786) 785-6814,,No,5.0,6,"12 Hibiscus Ave, Lauderdale-By-The-Sea, FL 33308, USA",ChIJT6gekdCx2YgRnxv4Aom-2gY,no_website,,,,,False,100
Fort Lauderdale,Plantation FL,Remodelers,Sue Construction LLC,(954) 993-2823,,No,5.0,6,"7656 NW 5th St, Plantation, FL 33324, USA",ChIJAUHb26kH2YgRPmU5jUm6cvo,no_website,,,,,False,100
Fort Lauderdale,Las Olas Fort Lauderdale FL,Pool service companies,Las Olas Pools LLC,(561) 670-8319,,No,5.0,5,"119 Elysium Dr, Royal Palm Beach, FL 33411, USA",ChIJca5sVV4v2YgRG1ZEfGOID2M,no_website,,,,,False,100
Fort Lauderdale,Wilton Manors FL,Electricians,Main-Guy Electric Co,(954) 564-1672,,No,5.0,5,"889 NE 30th St, Oakland Park, FL 33334, USA",ChIJ2cPhBoUB2YgRr3arTK977zo,no_website,,,,,False,100
Fort Lauderdale,Plantation FL,Cleaning companies,ROAD RUNNER HOME CLEANING-SERVICES LLC,(561) 922-5862,,No,5.0,5,"1362 NW 80th Terrace, Plantation, FL 33322, USA",ChIJQdFz5usH2YgRT04gRdQvyWE,no_website,,,,,False,100
Fort Lauderdale,Pompano Beach FL,Landscapers,Greenleaf landscaping inc,(754) 304-7804,,No,5.0,5,"2681 NE 12th Terrace, Pompano Beach, FL 33064, USA",ChIJtUw59ZQD2YgRu9kZywtGPpE,no_website,,,,,False,100
Fort Lauderdale,Hallandale Beach FL,HVAC companies,Blue Air Conditioning Hallandale,(754) 327-7826,,No,5.0,5,"800 SE 4th Ave Ste.183, Hallandale Beach, FL 33009, USA",ChIJO6WqIwOt2YgR9YxYlU06Th4,no_website,,,,,False,100
