city,area,industry,name,phone,website,has_website,rating,review_count,address,place_id,url_type,has_ssl,final_url,http_status,alive,response_ms,redirect_url,needs_get,method_used,priority_score,lead_tier
Orlando,Dr Phillips Orlando FL,Remodelers,Contractor Renovations Experts,(407) 807-4111,,No,4.7,35,"10536 Mere Pkwy, Orlando, FL 32832, USA",ChIJYbb4XDOJ3YgR4YKcuwq29l8,none,False,,,False,,,False,none,100,no_website
Orlando,Dr Phillips Orlando FL,Remodelers,JC RENOVATION SPECIALIST,(407) 978-1892,,No,5,30,"10345 Falcon Parc Blvd, Orlando, FL 32832, USA",ChIJbb7QdFBh54gRpbAfaU6qhd8,none,False,,,False,,,False,none,100,no_website
Orlando,Dr Phillips Orlando FL,Pool service companies,The Orlando Pool Masters,(407) 544-4599,,No,4.8,92,"5060 W Colonial Dr STE 83, Orlando, FL 32808, USA",ChIJUazPiad554gR41Zxaa29wb8,none,False,,,False,,,False,none,100,no_website
Orlando,Dr Phillips Orlando FL,Accountants,Mr Rob Tax Services LLC,,,No,5,71,"7380 W Sand Lake Rd Suite 500, Orlando, FL 32819, USA",ChIJ0-MmplF_54gR7xPC6UEbfDA,none,False,,,False,,,False,none,100,no_website
Orlando,Dr Phillips Orlando FL,Property managers,Hexagon Property Management LLC,(407) 574-5933,,No,4.8,19,"7208 W Sand Lake Rd Ste 305, Orlando, FL 32819, USA",ChIJLSiGLh1_54gRqMav83Wgs3k,none,False,,,False,,,False,none,100,no_website
Orlando,Lake Nona Orlando FL,Electricians,FC ELECTRIC GROUP LLC,(786) 602-6289,,No,5,25,"10514 Green Ivy Ln, Orlando, FL 32832, USA",ChIJ1wjZLOVh54gRFXmjjZ3pyBw,none,False,,,False,,,False,none,100,no_website
Orlando,Lake Nona Orlando FL,Electricians,Orlando Electrician Pros,,,No,,0,"11247 History Ave, Orlando, FL 32832, USA",ChIJda3ds39h54gRSy5-s-0S7xA,none,False,,,False,,,False,none,100,no_website
Orlando,Lake Nona Orlando FL,Roofers,Hunter & Sons Roofing,(239) 422-8100,,No,4.8,18,"4209 Cypress Glades Ln, Orlando, FL 32824, USA",ChIJmSdImRyJ3YgRg-WZ_KIe-Zw,none,False,,,False,,,False,none,100,no_website
Orlando,Lake Nona Orlando FL,Roofers,Gentle Wind LLC,(719) 281-9855,,No,5,15,"9145-9161 Narcoossee Rd, Orlando, FL 32827, USA",ChIJVVWJ2gihE4cRdG482-JfQqs,none,False,,,False,,,False,none,100,no_website
Orlando,Lake Nona Orlando FL,Roofers,Heritage Roofing & Repair,(350) 220-0989,,No,,0,"6557 Hazeltine National Dr, Orlando, FL 32822, USA",ChIJ88DkCBZj54gR6w4g-JSqzBw,none,False,,,False,,,False,none,100,no_website
Orlando,Lake Nona Orlando FL,Remodelers,Lake Nona Contractors Llc,(407) 948-3957,,No,,0,"9750 Nonacrest Dr, Orlando, FL 32832, USA",ChIJVVUJ3Ihh54gR7H8WDptOBhw,none,False,,,False,,,False,none,100,no_website
Orlando,Lake Nona Orlando FL,Remodelers,"CEV CONTRACTING, LLC",(407) 604-4142,,No,5,4,"7862 Dausset St, Orlando, FL 32827, USA",ChIJLXxYfYD9hwwRD4UdiHb4h6M,none,False,,,False,,,False,none,100,no_website
Orlando,Lake Nona Orlando FL,Remodelers,"Layer UP - Painting, drywall & flooring",(352) 888-0630,,No,5,17,"Savona Way, Orlando, FL 32827, USA",ChIJ7bg6VXth54gRJalRkKyRy7Q,none,False,,,False,,,False,none,100,no_website
Orlando,Lake Nona Orlando FL,Landscapers,Premier Landscapes Org.,(689) 333-5145,,No,5,3,"6900 Tavistock Lakes Blvd Suite 400, Orlando, FL 32827, USA",ChIJ41OM0sWJ3YgRvU2OZg4o60U,none,False,,,False,,,False,none,100,no_website
Orlando,Lake Nona Orlando FL,Accountants,AF Business Services,(407) 437-7119,,No,5,162,"10135 Hartford Maroon Rd, Orlando, FL 32827, USA",ChIJ7-dTB2Bj54gRCTjPAiSaqL8,none,False,,,False,,,False,none,100,no_website
Orlando,Lake Nona Orlando FL,Mortgage brokers,Jose Logrono with NEXA Mortgage,(321) 507-2892,,No,5,15,"9161 Narcoossee Rd, Orlando, FL 32827, USA",ChIJNUrydzN_54gRdUq_k_5RcGQ,none,False,,,False,,,False,none,100,no_website
Orlando,Lake Nona Orlando FL,Property managers,BULL Property Management,(407) 955-4088,,No,4.1,348,"10743 Narcoossee Rd A12, Orlando, FL 32832, USA",ChIJobzNC5KJ3YgROerK14SmpLY,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Electricians,Electrical Partners Of Central Florida LLC.,(407) 853-4332,,No,5,2,"510 Douglas Ave suite 1017, Altamonte Springs, FL 32714, USA",ChIJhdHLT3px54gRiBc_XBIrKTs,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Plumbers,Next Plumbing & Heating,(352) 309-3859,,No,5,49,"106 Boston Ave #120, Altamonte Springs, FL 32701, USA",ChIJndBOyMFx54gRBsnlQefXwTU,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Plumbers,Water Flow Plumbing Florida LLC,(407) 728-4118,,No,5,30,"707 Ashford Oaks Dr #101, Altamonte Springs, FL 32714, USA",ChIJBzSu1Ctx54gRfCNlNCHKbV4,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Plumbers,Fast Home Plumbing,(407) 743-6256,,No,4.7,93,"917 FL-436 Suite 223, Casselberry, FL 32707, USA",ChIJXXKXP9Jv54gRprcy9YlUmsY,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Remodelers,HOME FLORIDA REMODELING,(407) 728-4118,,No,5,3,"707 Ashford Oaks Dr #101, Altamonte Springs, FL 32714, USA",ChIJ1wn0mqJx54gRNn9NzXDKcBI,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Cleaning companies,Springs Cleaning service,(850) 988-6299,,No,5,3,"200 Maitland Ave, Altamonte Springs, FL 32701, USA",ChIJcxr6Igtx54gRfy9fOOuPSPE,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Landscapers,"ESRV Maintenance Solutions, LLC.",(321) 380-6352,,No,4.8,35,"503 Yellowood Ct, Altamonte Springs, FL 32714, USA",ChIJW4Vf3GVx54gRknVR-JYzgYI,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Landscapers,Palencia Construction Landscape LLC,(407) 969-4257,,No,4.8,17,"192 Jaffa Dr, Fern Park, FL 32730, USA",ChIJD9AhInZx54gRkzy6-a-nQUo,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Pool service companies,Pool Shack,(407) 682-1280,,No,4.9,145,"790 N State Rd 434, Altamonte Springs, FL 32714, USA",ChIJl8-oA1dx54gRWGnFCch4tpU,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Dentists,"Richard S. Rogers, DDS",(407) 862-6090,,No,4.9,330,"512 E Altamonte Dr Suite 1010, Altamonte Springs, FL 32701, USA",ChIJf2pJzX1x54gR6srwiZshWu8,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Accountants,Mollica Tax Advisors,(407) 513-2088,,No,5,18,"283 Cranes Roost Blvd UNIT 111, Altamonte Springs, FL 32701, USA",ChIJ1XCgm1Bx54gRbMHxVxboQRg,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Mortgage brokers,Kellie Czarny - The Mortgage Ace at Happy Home Mortgage,(407) 275-5112,,No,5,188,"620 Wymore Rd #220, Maitland, FL 32751, USA",ChIJAV8wRMpx54gREsY_bXlH_4s,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Real estate agents,Kris Santullo -Florida Home Team Realty LLC,(321) 299-4359,,No,5,42,"999 Douglas Ave #3332, Altamonte Springs, FL 32714, USA",ChIJ6bUfZ3Nz54gRCtepW4DEZ_s,none,False,,,False,,,False,none,100,no_website
Orlando,Altamonte Springs FL,Property managers,Top Notch Realty Services Community Association Management,(407) 644-4406,,No,4.2,332,"115 Maitland Ave, Altamonte Springs, FL 32701, USA",ChIJyTHoi0pw54gR5DOWVFiJ53Q,none,False,,,False,,,False,none,100,no_website
Tampa,South Tampa FL,Electricians,Spark Electricians,(813) 513-6826,,No,5,9,"1021 W Swann Ave, Tampa, FL 33606, USA",ChIJVVWpNZvEwogRBUMo5Hm9XUc,none,False,,,False,,,False,none,100,no_website
Tampa,South Tampa FL,Plumbers,Plumbing Tampa & Drain Cleaning Pro,(813) 683-7210,,No,5,38,"9643 Palm River Rd #101, Tampa, FL 33619, USA",ChIJ3WT3Ase52YgRhpeXeKX_NdQ,none,False,,,False,,,False,none,100,no_website
Tampa,South Tampa FL,Remodelers,Remodeling services LLC,(813) 516-9210,,No,1,1,"104 Duval Dr, Tampa, FL 33615, USA",ChIJD5DVkiTpwogRzWZReXA-i2w,none,False,,,False,,,False,none,100,no_website
Tampa,South Tampa FL,Pool service companies,Helpful Tampa Pool Care,(813) 730-5554,,No,4.9,133,"14938 N Florida Ave STE 162, Tampa, FL 33613, USA",ChIJQallzZPHwogRSq8fSnET9Jk,none,False,,,False,,,False,none,100,no_website
Tampa,South Tampa FL,Pool service companies,DT Pool Service,(570) 240-5506,,No,5,16,"1201 Seminole Blvd, Largo, FL 33770, USA",ChIJzxgLJIv7wogR79L63vaHV_g,none,False,,,False,,,False,none,100,no_website
Tampa,South Tampa FL,Real estate agents,Ginger Bennett-Licensed Realtor,(813) 601-3372,,No,5,36,"3003 W Azeele St, Located In: Keller, Williams, Tampa, FL 33607, USA",ChIJOS_3PXfBwogRAV9mHSCx-1U,none,False,,,False,,,False,none,100,no_website
Tampa,South Tampa FL,Property managers,PMI South Tampa,(931) 237-6592,,No,4.8,24,"6209 S 3rd St, Tampa, FL 33611, USA",ChIJhUIkFxzdwogR5i8GamBk7X4,none,False,,,False,,,False,none,100,no_website
Tampa,Seminole Heights Tampa FL,Pool service companies,A and L Pool Maintenance,(813) 753-6263,,No,5,42,"12407 N Rome Ave, Tampa, FL 33612, USA",ChIJQ804K8fAwogRkpXjCERmYsA,none,False,,,False,,,False,none,100,no_website
Tampa,Seminole Heights Tampa FL,Pool service companies,Happy Pool Care Pros,(813) 856-2220,,No,4.8,93,"3605 W Waters Ave #249, Tampa, FL 33614, USA",ChIJ14JvvmvBwogRSHs9Vc-USUk,none,False,,,False,,,False,none,100,no_website
Tampa,Seminole Heights Tampa FL,Pool service companies,Friendly Guys Pool Care,(813) 957-9996,,No,4.8,106,"5253 Ehrlich Rd STE 525, Tampa, FL 33624, USA",ChIJWUt4WaTBwogR2-8WNNB3qWs,none,False,,,False,,,False,none,100,no_website
Tampa,Seminole Heights Tampa FL,Med spas,DermaMode Spa,(813) 566-0226,,No,4.9,369,"10933 Countryway Blvd, Tampa, FL 33626, USA",ChIJN7CT-jrrwogRW9m3dJmfY3Q,none,False,,,False,,,False,none,100,no_website
Tampa,Seminole Heights Tampa FL,Accountants,TampTax,(813) 237-5567,,No,4.5,86,"309 W Dr Martin Luther King Jr Blvd, Tampa, FL 33603, USA",ChIJ2VBsHhLEwogRS1p-QnS8NaI,none,False,,,False,,,False,none,100,no_website
Tampa,Seminole Heights Tampa FL,Accountants,Professional Accounting Associates,(813) 964-1111,,No,5,11,"1214 W Bearss Ave, Tampa, FL 33613, USA",ChIJt9ugelTHwogRdbIQSq4_YT4,none,False,,,False,,,False,none,100,no_website
Tampa,Carrollwood Tampa FL,Plumbers,Redi Rooter Plumbing Sewer & Drain,(813) 626-8388,,No,4.2,5,"11010 Carrollwood Dr, Tampa, FL 33618, USA",ChIJmRDnxJ3FwogR9FculIPWcJs,none,False,,,False,,,False,none,100,no_website
Tampa,Carrollwood Tampa FL,Remodelers,"Tampa Bay Painting and Remodeling, LLC",(813) 299-5556,,No,4.8,39,"709 9th St, Palm Harbor, FL 34683, USA",ChIJU-Gh-Vu_wogRkU5P0GSPI4I,none,False,,,False,,,False,none,100,no_website
Tampa,Carrollwood Tampa FL,Landscapers,Elite Grounds,,,No,4.4,20,"11406 N Dale Mabry Hwy, Tampa, FL 33618, USA",ChIJL_isI1nBwogRbx_17rP_V7A,none,False,,,False,,,False,none,100,no_website
Tampa,Carrollwood Tampa FL,Accountants,Servicios EDCON,(787) 219-2130,,No,4.8,44,"4014 Gunn Hwy suite # 95, Tampa, FL 33618, USA",ChIJ26Of8PLHwogRFffvmvMyzMU,none,False,,,False,,,False,none,100,no_website
Tampa,Carrollwood Tampa FL,Accountants,"Nakamura & Abraham, CPAs PL",(813) 374-0187,,No,5,2,"10330 N Dale Mabry Hwy #207, Tampa, FL 33618, USA",ChIJOZqVpTrBwogRebldkTHwb7k,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Plumbers,Murray Brothers Plumbing,(813) 592-5048,,No,4.8,189,"2640 Cypress Ridge Blvd. STE 1946, Wesley Chapel, FL 33544, USA",ChIJubUaD0KxwogRZI8omRzvGlo,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Plumbers,Rey Plumbing,(813) 364-3453,,No,4.4,54,"6119 Old Pasco Rd, Wesley Chapel, FL 33544, USA",ChIJRconnoGtwogRZhMtFOwVeq8,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Remodelers,Smart construction,(786) 516-3703,,No,5,15,"31004 Mandolin Cay Ave, Wesley Chapel, FL 33543, USA",ChIJudaA07exwogRhwPVkNR9Cqc,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Remodelers,Karma Construction LLC,(813) 451-8611,,No,5,1,"26834 Shoregrass Dr, Wesley Chapel, FL 33544, USA",ChIJLWZ8IpuxwogRY4XSM92sLRw,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Landscapers,"RAM Landscaping Company, LLC",(352) 410-2206,,No,4.9,34,"4311 Old Waverly Ct, Wesley Chapel, FL 33543, USA",ChIJRzfocrC3wogR_VBqPHDL24g,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Landscapers,HomeTeam Lawn & Landscape llc,(813) 817-9554,,No,4.4,55,"4130 Fox Ridge Blvd, Wesley Chapel, FL 33543, USA",ChIJsWl6lY2xwogR3AJf2d3jdz4,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Accountants,High Glam Taxes ll,(656) 222-6103,,No,5,14,"2831 Allegra Wy suite 313, Lutz, FL 33559, USA",ChIJC1BNTpW7wogR2fQ56YHhevo,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Accountants,Tax Preparation Wesley Chapel,(813) 607-4054,,No,5,2,"2431 Mirador Ln #207, Wesley Chapel, FL 33544, USA",ChIJiZw32LmwwogR50cwh7-73tc,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Real estate agents,"Johanna Navarro, Wesley Chapel Realtor",(813) 299-9870,,No,4.8,74,"27251 Wesley Chapel Blvd Ste 323, Wesley Chapel, FL 33544, USA",ChIJMzYPuOOxwogRLF677cREQ04,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Property managers,Stress Free Property Management,(813) 386-5922,,No,4.1,9,"27453 Cashford Cir, Wesley Chapel, FL 33544, USA",ChIJt5TiNNKwwogRzY_C069eI7c,none,False,,,False,,,False,none,100,no_website
Tampa,Wesley Chapel FL,Property managers,"Rachel Jackson, LLC",(352) 424-5060,,No,5,10,"26771 FL-56, Wesley Chapel, FL 33544, USA",ChIJjydKUYmxwogRk9GCrKVCbmY,none,False,,,False,,,False,none,100,no_website
Tampa,Westshore Tampa FL,Electricians,"Electrical Handyman Service, Inc.",(813) 901-8185,,No,4.8,23,"7046 W Hillsborough Ave, Tampa, FL 33634, USA",ChIJx6OfffvDwogRIlZvJ5S49VQ,none,False,,,False,,,False,none,100,no_website
Tampa,Westshore Tampa FL,Remodelers,Architectural Millwork and Remodeling LLC,(813) 475-2204,,No,5,15,"2520 W Minnehaha St, Tampa, FL 33614, USA",ChIJ02G94SHBwogRtQdKtRPeSos,none,False,,,False,,,False,none,100,no_website
Tampa,Westshore Tampa FL,Chiropractors,Physical Chiropractic of Tampa Bay,(813) 207-5027,,No,5,190,"5810 W Cypress St Ste D, Tampa, FL 33607, USA",ChIJK75u5hfDwogRmRvTnb7WWz0,none,False,,,False,,,False,none,100,no_website
Tampa,Westshore Tampa FL,Accountants,Newman & DiLascio CPAs & Advisors,(727) 327-6608,,No,4.9,31,"4300 W Cypress St #350, Tampa, FL 33607, USA",ChIJnQIx9lHiwogRH-SL-XCC_2w,none,False,,,False,,,False,none,100,no_website
Tampa,Westshore Tampa FL,Accountants,PJ Testa Accountant Tampa,(813) 877-9615,,No,4.8,33,"6604 Gunn Hwy, Tampa, FL 33625, USA",ChIJH2udb53qwogRIkxK_aVj6JQ,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Downtown St Petersburg FL,Electricians,JL Local Electricians,(813) 705-6644,,No,4.7,21,"2800 4th St S, St. Petersburg, FL 33705, USA",ChIJTdPEjHzhwogRf75l7fnpOEQ,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Downtown St Petersburg FL,Pest control,Premium Pest Control St. Petersburg FL,(727) 629-5892,,No,5,2,"1059 Central Ave #476, St. Petersburg, FL 33705, USA",ChIJcyEVqZDjwogRXzbwqDBwX5U,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Downtown St Petersburg FL,Landscapers,Landscape St Pete,(727) 265-6758,,No,5,11,"234 29th Ave N, St. Petersburg, FL 33704, USA",ChIJ08B5E9vhwogRSo0tynI_ReY,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Downtown St Petersburg FL,Pool service companies,sammie porch pool service llc,(727) 906-7282,,No,4.8,53,"4675 19th Ave S, St. Petersburg, FL 33711, USA",ChIJwbWHPEjiwogRf6phQ6Z_YnA,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Downtown St Petersburg FL,Pool service companies,Weekly Neighborhood Pool Care,(727) 677-5222,,No,4.8,119,"709 Gulf Way #472, St Pete Beach, FL 33706, USA",ChIJF0dQ2icDw4gRaThktF2-S8E,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Downtown St Petersburg FL,Mortgage brokers,Yoanny Perez Castillo-MORTGAGE LOAN ORIGINATOR,(813) 820-6981,,No,5,131,"360 Central Ave Suite 470, St. Petersburg, FL 33701, USA",ChIJK5RymLvRwogR8pNsXLQ6p6Y,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Old Northeast St Petersburg FL,Electricians,Influx Electricians Saint Petersburg,(727) 999-5560,,No,4.8,18,"445 32nd Ave N, St. Petersburg, FL 33704, USA",ChIJ9fgvupfhwogR3_W6zqmv5VI,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Old Northeast St Petersburg FL,Electricians,Aron Electric Inc,(727) 321-5231,,No,5,2,"2738 20th Ave N, St. Petersburg, FL 33713, USA",ChIJSTdeOb4L_4gR4Vfc1CcBhro,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Old Northeast St Petersburg FL,Electricians,Brilliant Electric,(727) 425-5938,,No,3.3,10,"1235 Highland St N, St. Petersburg, FL 33701, USA",ChIJIyuGGrjjwogRbZnprEqDP4s,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Old Northeast St Petersburg FL,HVAC companies,Father & Sons AC / Heating Inc.,(727) 321-9588,,No,4.7,65,"8095 46th Ave N, St. Petersburg, FL 33709, USA",ChIJd7S--Qj9wogRcf--qJS32No,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Old Northeast St Petersburg FL,Roofers,Rooftop Roofing LLC,(239) 508-6262,,No,4,1,"400 12th Ave N, St. Petersburg, FL 33701, USA",ChIJKSYGMP3hwogR5AtIldZ7CpM,none,False,,,False,,,False,none,100,no_website
St. Petersburg,Old Northeast St Petersburg FL,Remodelers,Reds Home Remodeling LLC.,(727) 510-0044,,No,5,28,"12305 Eldon Dr, Largo, FL 33774, USA",ChIJ09T0tKTeF0MRB57KssaKb0o,none,False,,,False,,,False,none,100,no_website
