city,area,industry,name,phone,website,rating,review_count,address,http_status,pitch_explanation,fake_tier
Fort Lauderdale,Coral Springs FL,Cleaning companies,C & C Pro Cleaning Service LLC,(813) 598-4133,https://kumquat-ukulele-rkbp.squarespace.com/,5.0,13,"2552 NW 99th Ave, Coral Springs, FL 33065, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,B
Fort Lauderdale,Plantation FL,Cleaning companies,Claramente Cleaning,(954) 573-3843,https://www.facebook.com/claramentecleaning/,5.0,15,"9710 NW 7th Cir, Plantation, FL 33324, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,A
Fort Lauderdale,Sunrise FL,Electricians,Ampi Electric,(561) 455-4863,https://www.ampi-electricinc.com/,4.8,134,"4574 Hiatus Rd, Sunrise, FL 33351, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Hallandale Beach FL,Electricians,iknowpc,(407) 900-5565,http://iknowpc.com/,4.9,43,"610 S Dixie Hwy, Hallandale Beach, FL 33009, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Coral Springs FL,Electricians,EMB Home Services - Electrical Maintenance in Broward,(786) 308-0692,http://www.embhomeservices.com/,5.0,125,"503 Lakeview Dr, Coral Springs, FL 33071, USA",503,"SERVER CRASH (503): Server is temporarily broken, overloaded, or crashing. It's the digital equivalent of putting a 'Temporarily Closed' sign on your shop front.",
Fort Lauderdale,Victoria Park Fort Lauderdale FL,Electricians,Lauderdale Electrical Gate Repair Fort,(754) 218-5134,https://electricalgaterepairfortlauderdale.blogspot.com/2022/01/electrical-gate-repair-fort-lauderdale.html,4.9,72,"1647 NE 3rd Ct, Fort Lauderdale, FL 33301, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,B
Fort Lauderdale,Coral Springs FL,Electricians,First Choice Home Electrician Coral Springs,(954) 228-6702,https://firstchoicehomeelectricianfl.blogspot.com/,5.0,10,"8720 Shadow Wood Blvd, Coral Springs, FL 33071, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,B
Fort Lauderdale,Plantation FL,Electricians,ON Service Electricians,(954) 231-7937,https://onserviceelectriciansfl.blogspot.com/,5.0,6,"8021 Peters Rd, Plantation, FL 33324, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,B
Fort Lauderdale,Pompano Beach FL,HVAC companies,"GMC Air Conditioning Services, LLC",(954) 973-5980,https://www.gmcacservices.com/,4.7,274,"4100 N Powerline Rd Suite U5, Pompano Beach, FL 33073, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Lauderdale-by-the-Sea FL,HVAC companies,Max AC Repair Service,(754) 714-7707,https://maxacrepairservice.com/fort-lauderdale/,4.9,50,"6278 N Federal Hwy, Fort Lauderdale, FL 33308, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Deerfield Beach FL,HVAC companies,Best AC Services,(954) 536-5312,https://bestacservices.net/,4.9,97,"521 SW 11th Dr, Deerfield Beach, FL 33441, USA",connection_error,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Fort Lauderdale,Davie FL,HVAC companies,ESR HVAC Service and repair,(954) 833-4644,https://ezrwin.my.canva.site/esr-hvac-service-and-repair,5.0,38,"4701 Orange Dr Unit 13 Bldg 4, Davie, FL 33314, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,B
Fort Lauderdale,Las Olas Fort Lauderdale FL,Landscapers,Angler Lawn & Landscape,(954) 448-6394,http://www.anglerlawn.com/,4.5,154,"2435 N Dixie Hwy, Wilton Manors, FL 33305, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Hallandale Beach FL,Landscapers,Elegance Landscaping,(954) 772-4601,http://www.elegancelandscapingfl.com/,4.8,39,"2150 NW 188th Terrace, Pembroke Pines, FL 33029, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Cypress Creek Fort Lauderdale FL,Landscapers,Blue Sky Landscaping Inc,(954) 327-0777,https://www.artscapesbybluesky.com/,5.0,8,"1745 SW 25th Ave, Fort Lauderdale, FL 33312, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Coral Ridge Fort Lauderdale FL,Landscapers,The Flower Guys,(954) 567-4141,http://theflowerguys.com/,5.0,2,"2805 E Oakland Park Blvd #243, Fort Lauderdale, FL 33306, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Deerfield Beach FL,Landscapers,DARK HORSE LANDSCAPING LLC,(754) 203-0898,http://www.darkhorselandscaping.org/,5.0,2,"212 E Hillsboro Blvd #539, Deerfield Beach, FL 33441, USA",connection_error,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Fort Lauderdale,Las Olas Fort Lauderdale FL,Landscapers,Steven’s Landscaping,(754) 281-4348,https://stevenslandscaping.negocio.site/,4.8,33,"1236 SW 29th Terrace, Fort Lauderdale, FL 33312, USA",404,BROKEN LINK (404): The web link points to a page that doesn't exist anymore. Your digital front door is locked; customers can't see your contact info or forms.,
Fort Lauderdale,Sunrise FL,Landscapers,BrightView Landscapes,(305) 863-0025,https://www.brightview.com/local/sunrise-fl-landscape-services,4.0,29,"440 Sawgrass Corporate Pkwy STE 102, Sunrise, FL 33325, USA",404,BROKEN LINK (404): The web link points to a page that doesn't exist anymore. Your digital front door is locked; customers can't see your contact info or forms.,
Fort Lauderdale,Victoria Park Fort Lauderdale FL,Landscapers,PLAN(t) Landscape,(954) 683-1236,https://plant-landscape.com/,,0,"1147 NE 7th Ave Suite 100, Fort Lauderdale, FL 33304, USA",404,BROKEN LINK (404): The web link points to a page that doesn't exist anymore. Your digital front door is locked; customers can't see your contact info or forms.,
Fort Lauderdale,Hallandale Beach FL,Landscapers,Cepedez Landscaping,(786) 282-2945,http://cepedez49.wixsite.com/cepedezlandscaping,5.0,8,"700 SW 8th Ave Lot 14a, Hallandale Beach, FL 33009, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,B
Fort Lauderdale,Victoria Park Fort Lauderdale FL,Landscapers,ROMERO LAWN SERVICES.LLC,(786) 238-5449,https://www.facebook.com/share/15rxojsvZf/?mibextid=LQQJ4d,5.0,8,"1038 NE 12th Ave, Fort Lauderdale, FL 33304, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,A
Fort Lauderdale,Hallandale Beach FL,Pest control,Elite Hollywood Pest Control,(754) 343-0439,https://elitehollywoodpestcontrol.com/,5.0,4,"2652 Hollywood Blvd, Hollywood, FL 33020, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Davie FL,Pest control,Quintech Pest Control,(786) 222-6182,https://quintechpest.com/?utm_source=omg-gbp&utm_medium=webclick,5.0,46,"5232 SW 94th Ave, Cooper City, FL 33328, USA",404,BROKEN LINK (404): The web link points to a page that doesn't exist anymore. Your digital front door is locked; customers can't see your contact info or forms.,
Fort Lauderdale,Las Olas Fort Lauderdale FL,Pest control,World Pest Termite & Fumigation Solutions LLC,(954) 835-5723,http://worldpestfl.com/?utm_source=gmb&utm_medium=referral,5.0,8,"1808 NW 19th St, Fort Lauderdale, FL 33311, USA",404,BROKEN LINK (404): The web link points to a page that doesn't exist anymore. Your digital front door is locked; customers can't see your contact info or forms.,
Fort Lauderdale,Hallandale Beach FL,Pest control,Above All Pest Control Services Inc,(786) 419-3962,https://www.homeadvisor.com/rated.AboveAllPestControl.66713518.html,4.7,24,"3150 W Hallandale Beach Blvd, Hallandale Beach, FL 33009, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,C
Fort Lauderdale,Davie FL,Pest control,Guaranteed Pest Control & Fertilization Inc.,(954) 584-5325,https://guaranteedpestcontrolfertilizationinc.blogspot.com/,4.5,115,"5071 S State Rd 7 #711, Davie, FL 33314, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,B
Fort Lauderdale,Wilton Manors FL,Plumbers,Joe Hillman Plumbers,(954) 577-9445,https://www.joehillmanplumbers.com/,4.8,921,"2280 SW 70th Ave #2, Davie, FL 33317, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Hallandale Beach FL,Plumbers,Discount Plumbing Aventura Solutions,(645) 238-0222,https://discountplumbingsolutionsco.com/,5.0,8,"2875 NE 191st St UNIT M, Aventura, FL 33180, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Las Olas Fort Lauderdale FL,Plumbers,On Site Plumber & Leak Detection,(754) 294-5802,https://onsiteplumberleakdetection.com/fort-lauderdale-fl,5.0,41,"1137 SW 8th Terrace, Fort Lauderdale, FL 33315, USA",dead,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Fort Lauderdale,Plantation FL,Plumbers,On Site Plumber & Leak Detection Sunrise FL,(754) 294-5803,https://onsiteplumberleakdetection.com/sunrise-fl,4.9,39,"3306 N University Dr, Sunrise, FL 33351, USA",connection_error,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Fort Lauderdale,Deerfield Beach FL,Plumbers,Elite Plumbers Deerfield Beach,(754) 345-8428,https://eliteplumbersdeerfieldbeach.com/,5.0,7,"1525 NW 3rd St, Deerfield Beach, FL 33442, USA",connection_error,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Fort Lauderdale,Deerfield Beach FL,Plumbers,Broward Plumbing Inc - Deerfield Beach,(954) 516-7777,https://www.browardplumber.com/?utm_source=gbp_deerfield&utm_medium=organic,4.8,22,"229-231 Goolsby Blvd, Deerfield Beach, FL 33442, USA",404,BROKEN LINK (404): The web link points to a page that doesn't exist anymore. Your digital front door is locked; customers can't see your contact info or forms.,
Fort Lauderdale,Lauderdale-by-the-Sea FL,Plumbers,Golden Knight Plumbing,(754) 349-9161,http://www.goldenknightplumbing.com/contact.html,4.3,17,"2275 SE 7th St, Pompano Beach, FL 33062, USA",404,BROKEN LINK (404): The web link points to a page that doesn't exist anymore. Your digital front door is locked; customers can't see your contact info or forms.,
Fort Lauderdale,Plantation FL,Pool service companies,Andres pool service,(954) 534-4787,http://www.andrespoolservice.com/,5.0,21,"3821 N Pine Island Rd, Sunrise, FL 33351, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Las Olas Fort Lauderdale FL,Pool service companies,M.A. Pool Service,(954) 822-3343,http://mapools.pro/,4.9,60,"800 SE 16th St, Fort Lauderdale, FL 33316, USA",connection_error,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Fort Lauderdale,Hallandale Beach FL,Pool service companies,Cool pools All Times LLC,(786) 879-3570,http://www.coolpoolsat.com/home,5.0,15,"18608 NE 18th Ave APT 156, Miami, FL 33179, USA",connection_error,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Fort Lauderdale,Davie FL,Pool service companies,Duo Pool Services,(321) 710-7741,http://www.duoussolutions.com/,5.0,8,"1701 W Oak Knoll Cir, Davie, FL 33324, USA",connection_error,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Fort Lauderdale,Sunrise FL,Pool service companies,"Coastline Pool Service, Inc",(954) 742-3316,https://sites.google.com/view/coastlinepoolservice,4.8,127,"5401 NW 102nd Ave #144, Sunrise, FL 33351, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,B
Fort Lauderdale,Plantation FL,Pool service companies,EM Pool Services,(754) 265-6103,http://www.tiktok.com/@empoolservices,5.0,16,"4474 Weston Rd #309, Davie, FL 33331, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,A
Fort Lauderdale,Davie FL,Remodelers,Cianci Construction,(954) 434-0023,https://www.cianciconstruction.com/,4.8,20,"4801 S University Dr #126, Davie, FL 33328, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Hallandale Beach FL,Remodelers,Mr. Handyman serving Hollywood and Surrounding Areas,(954) 212-9153,https://www.mrhandyman.com/hollywood-florida/?cid=LSTL_MHM000197&utm_source=gmb&utm_campaign=local&utm_medium=organic,5.0,33,"409 W Hallandale Beach Blvd, Hallandale Beach, FL 33009, USA",dead,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Fort Lauderdale,Las Olas Fort Lauderdale FL,Remodelers,OR. Painting and Remodeling LLc.,(954) 865-3316,https://orremodeling.org/,5.0,39,"4111sw 25st, Fort Lauderdale, FL 33312, USA",connection_error,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Fort Lauderdale,Plantation FL,Remodelers,One Nation Renovation,(954) 595-2887,https://onenationrenovation.com/,4.9,27,"1333 S University Dr # 200, Plantation, FL 33324, USA",connection_error,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Fort Lauderdale,Cypress Creek Fort Lauderdale FL,Remodelers,Reliable Construction Group,(786) 326-4041,http://www.reliableconstructiongroupfl.com/,4.6,20,"1101 SW 18th Ct, Fort Lauderdale, FL 33315, USA",connection_error,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Fort Lauderdale,Coral Springs FL,Remodelers,Vivacity Home Renovation Services LLC,(954) 459-5580,https://vivacityhomerenations.com/,5.0,1,"10101 W Sample Rd, Coral Springs, FL 33065, USA",connection_error,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Fort Lauderdale,Tamarac FL,Remodelers,"NGS Elite Construction, LLC.",(754) 303-2622,http://www.ngseliteconstruction.com/,5.0,11,"8400 N University Dr suite 306, Tamarac, FL 33321, USA",502,"SERVER CRASH (502): Server is temporarily broken, overloaded, or crashing. It's the digital equivalent of putting a 'Temporarily Closed' sign on your shop front.",
Fort Lauderdale,Coral Ridge Fort Lauderdale FL,Remodelers,ALBA REMODELING,(954) 798-2177,https://www.instagram.com/albaremodeling/#,5.0,57,"2642-2500 S Palm Aire Dr, Pompano Beach, FL 33069, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,A
Fort Lauderdale,Davie FL,Remodelers,Sacconi Design & Construction Services.,(305) 780-4802,https://beacons.ai/sacconidesign,5.0,20,"1705 Whitehall Dr, Davie, FL 33324, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,A
Fort Lauderdale,Deerfield Beach FL,Remodelers,Lada Home Remodeling Services,,https://www.ladaremodeling.site/,5.0,27,"SW 35th Ave, Deerfield Beach, FL 33442, USA",404,BROKEN LINK (404): The web link points to a page that doesn't exist anymore. Your digital front door is locked; customers can't see your contact info or forms.,
Fort Lauderdale,Hallandale Beach FL,Roofers,DLJ Roofing Contractors,(954) 663-5944,http://www.dljroofing.com/,4.8,33,"215 SE 3rd Ave Suite 405D, Hallandale Beach, FL 33009, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Fort Lauderdale,Pompano Beach FL,Roofers,RJ Chambers Roofing Inc,(954) 461-7128,http://www.rjchambers.com/,5.0,75,"750 E Sample Rd, Pompano Beach, FL 33062, USA",404,BROKEN LINK (404): The web link points to a page that doesn't exist anymore. Your digital front door is locked; customers can't see your contact info or forms.,
Fort Lauderdale,Plantation FL,Roofers,Florida Roofing Pros | Residential & Commercial Roofing | Flat Roof Specialist,(954) 806-2016,https://floridaroofingpros.godaddysites.com/,5.0,52,"10130 Reflections Blvd N Unit 104, Sunrise, FL 33351, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,B
Fort Lauderdale,Hallandale Beach FL,Roofers,Fresh Look Roofers,(954) 287-1246,https://sites.google.com/view/freshlookroofers/home,5.0,21,"404 S Dixie Hwy, Hallandale Beach, FL 33009, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,B
Fort Lauderdale,Tamarac FL,Roofers,South Land Roofing Corporation,(954) 573-3429,https://southlandroofingcorp.my.canva.site/,5.0,9,"7806 NW 73rd Ave, Tamarac, FL 33321, USA",,TECHNICAL ERROR (nan): Background system glitch that is stopping pages from loading right. Destroys professional credibility and drives online search traffic down.,B
Fort Lauderdale,Deerfield Beach FL,Roofers,Deerfield Beach Roofing,,https://tayconroofingsvs.com/,5.0,1,"3275 W Hillsboro Blvd #120, Deerfield Beach, FL 33442, USA",connection_error,CRITICAL: Website is completely offline. Looks like the business went under. Customers get a blank error screen and leave instantly to call competitors.,
Jacksonville,Neptune Beach FL,Accountants,Duval County Tax Collector - Neptune Branch,(904) 255-5700,http://duvaltc.com/,4.3,610,"1505 Atlantic Blvd, Neptune Beach, FL 32266, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Jacksonville,Riverside Jacksonville FL,Accountants,"Ennis, Pellum & Associates, CPAs",(904) 396-5965,http://www.jaxcpa.com/,4.5,25,"10151 Deerwood Park Blvd Building 300, Suite 200, Jacksonville, FL 32256, USA",timeout,"SLOW: Website takes way too long to respond. It timed out. Impatient buyers look elsewhere within 3 seconds, killing your marketing dollar.",
Jacksonville,Avondale Jacksonville FL,Accountants,"DuVal Fields CPA Group, PA",(904) 269-1069,http://www.duvalfields.com/,5.0,20,"428 Walnut St, Green Cove Springs, FL 32043, USA",ssl_error,SECURITY RISK: Google/Safari blocks traffic with a terrifying red warning screen saying 'Connection is Not Private'. Scares away 90% of visitors who think they'll get hacked.,
