city,area,industry,name,phone,website,has_website,rating,review_count,address,place_id,pipeline_stage,fake_tier,http_status,redirect_url,response_ms,has_ssl,priority_score
Fort Lauderdale,Coral Springs FL,Accountants,"Genaro L. Fernandez, CPA, PA",(954) 232-8050,http://glfcpa.com/,Yes,5.0,43,"3301 N University Dr Suite 100, Coral Springs, FL 33065, USA",ChIJUwjDSZ7h2IgRQ01QUdTAhC8,timeout,,timeout,,,False,71
Fort Lauderdale,Hallandale Beach FL,Electricians,iknowpc,(407) 900-5565,http://iknowpc.com/,Yes,4.9,43,"610 S Dixie Hwy, Hallandale Beach, FL 33009, USA",ChIJvYzAYnus2YgR_zos1NeK-rM,timeout,,timeout,,,False,71
Fort Lauderdale,Sunrise FL,Accountants,Garg and Associates Incorporation,(954) 636-6424,http://gargcpa.com/,Yes,4.9,42,"8890 W Oakland Park Blvd Suite 202, Sunrise, FL 33351, USA",ChIJIRdlt-wH2YgRn7C9HUTqJcM,dead,,connection_error,,,False,94
Fort Lauderdale,Las Olas Fort Lauderdale FL,Plumbers,On Site Plumber & Leak Detection,(754) 294-5802,https://onsiteplumberleakdetection.com/fort-lauderdale-fl,Yes,5.0,41,"1137 SW 8th Terrace, Fort Lauderdale, FL 33315, USA",ChIJ-WIVgXQB2YgRcKCHTB3AYsQ,dead,,dead,,,True,94
Fort Lauderdale,Las Olas Fort Lauderdale FL,Remodelers,OR. Painting and Remodeling LLc.,(954) 865-3316,https://orremodeling.org/,Yes,5.0,39,"4111sw 25st, Fort Lauderdale, FL 33312, USA",ChIJxyIWSU4H2YgRRV8_4Qu5ySg,dead,,connection_error,,,True,94
Fort Lauderdale,Plantation FL,Plumbers,On Site Plumber & Leak Detection Sunrise FL,(754) 294-5803,https://onsiteplumberleakdetection.com/sunrise-fl,Yes,4.9,39,"3306 N University Dr, Sunrise, FL 33351, USA",ChIJ-5i9yugH2YgRTpWmRvNt61Q,dead,,connection_error,,,True,94
Fort Lauderdale,Hallandale Beach FL,Landscapers,Elegance Landscaping,(954) 772-4601,http://www.elegancelandscapingfl.com/,Yes,4.8,39,"2150 NW 188th Terrace, Pembroke Pines, FL 33029, USA",ChIJG1j-kdkD2YgRivaUtmB2HJc,timeout,,timeout,,,False,71
Fort Lauderdale,Davie FL,HVAC companies,ESR HVAC Service and repair,(954) 833-4644,https://ezrwin.my.canva.site/esr-hvac-service-and-repair,Yes,5.0,38,"4701 Orange Dr Unit 13 Bldg 4, Davie, FL 33314, USA",ChIJGZTd56Sp2YgRD5h3GqTAa-Y,fake_B,B,,,,True,91
Fort Lauderdale,Davie FL,Accountants,Tax Care,(954) 903-4036,https://www.taxcareinc.com/pembroke-pines/,Yes,5.0,34,"12555 Orange Dr #265, Davie, FL 33330, USA",ChIJH6lmLB2m2YgRHHMEISXpErg,dead,,connection_error,,,True,94
Fort Lauderdale,Las Olas Fort Lauderdale FL,Landscapers,Steven’s Landscaping,(754) 281-4348,https://stevenslandscaping.negocio.site/,Yes,4.8,33,"1236 SW 29th Terrace, Fort Lauderdale, FL 33312, USA",ChIJ5QY6JnUB2YgRThlnVue8vK0,dead,,404,,428.0,True,94
Fort Lauderdale,Hallandale Beach FL,Remodelers,Mr. Handyman serving Hollywood and Surrounding Areas,(954) 212-9153,https://www.mrhandyman.com/hollywood-florida/?cid=LSTL_MHM000197&utm_source=gmb&utm_campaign=local&utm_medium=organic,Yes,5.0,33,"409 W Hallandale Beach Blvd, Hallandale Beach, FL 33009, USA",ChIJXepRxmet2YgRA9Oe16w_Fd4,dead,,dead,,,True,94
Fort Lauderdale,Hallandale Beach FL,Roofers,DLJ Roofing Contractors,(954) 663-5944,http://www.dljroofing.com/,Yes,4.8,33,"215 SE 3rd Ave Suite 405D, Hallandale Beach, FL 33009, USA",ChIJw30okVan2YgR88EOrxrjiBo,timeout,,timeout,,,False,71
Fort Lauderdale,Coral Springs FL,Accountants,1040 Tax Center Inc,(954) 755-6685,http://accountingservicescoralsprings.com/,Yes,5.0,31,"9900 W Sample Rd, Coral Springs, FL 33065, USA",ChIJww-Hk0sF2YgRxtEyqxtP440,timeout,,timeout,,,False,71
Fort Lauderdale,Sunrise FL,Landscapers,BrightView Landscapes,(305) 863-0025,https://www.brightview.com/local/sunrise-fl-landscape-services,Yes,4.0,29,"440 Sawgrass Corporate Pkwy STE 102, Sunrise, FL 33325, USA",ChIJ4WAOSq-72YgReUyvOPceZ-4,dead,,404,,84.0,True,94
Fort Lauderdale,Plantation FL,Remodelers,One Nation Renovation,(954) 595-2887,https://onenationrenovation.com/,Yes,4.9,27,"1333 S University Dr # 200, Plantation, FL 33324, USA",ChIJJa-uHZet2YgRpQztwqzLGlc,dead,,connection_error,,,True,94
Fort Lauderdale,Coral Springs FL,Accountants,Rena L Singer CPA PA,(954) 341-9099,http://www.renasingercpa.com/,Yes,4.8,25,"5481 N University Dr #101, Coral Springs, FL 33067, USA",ChIJOfLMgMEa2YgR_oeN_fepf7Q,dead,,dead,,,False,94
Fort Lauderdale,Davie FL,Accountants,Davie Accounting & Associates,(954) 791-6671,https://www.facebook.com/davieaccountingass,Yes,3.5,24,"3627 Davie Blvd, Fort Lauderdale, FL 33312, USA",ChIJhbug70gH2YgR1Jk-y2IxZHI,fake_A,A,,,,True,96
Fort Lauderdale,Hallandale Beach FL,Pest control,Above All Pest Control Services Inc,(786) 419-3962,https://www.homeadvisor.com/rated.AboveAllPestControl.66713518.html,Yes,4.7,24,"3150 W Hallandale Beach Blvd, Hallandale Beach, FL 33009, USA",ChIJhyKmWQms2YgRVWJxgiCXx0c,fake_C,C,,,,True,81
Fort Lauderdale,Deerfield Beach FL,Plumbers,Broward Plumbing Inc - Deerfield Beach,(954) 516-7777,https://www.browardplumber.com/?utm_source=gbp_deerfield&utm_medium=organic,Yes,4.8,22,"229-231 Goolsby Blvd, Deerfield Beach, FL 33442, USA",ChIJCXYeNYod2YgRFyiH2XL6QBw,dead,,404,,1340.0,True,94
Fort Lauderdale,Pompano Beach FL,Accountants,Tax Controller Inc,(954) 301-1848,http://www.taxcontroller.com/,Yes,5.0,21,"750 E Sample Rd Bay 5, Pompano Beach, FL 33064, USA",ChIJw57tWE4d2YgRrEiEUVzDN6Y,dead,,503,,1201.0,False,94
Fort Lauderdale,Hallandale Beach FL,Roofers,Fresh Look Roofers,(954) 287-1246,https://sites.google.com/view/freshlookroofers/home,Yes,5.0,21,"404 S Dixie Hwy, Hallandale Beach, FL 33009, USA",ChIJVSEYiyet2YgRgMgaPAG649M,fake_B,B,,,,True,91
Fort Lauderdale,Plantation FL,Pool service companies,Andres pool service,(954) 534-4787,http://www.andrespoolservice.com/,Yes,5.0,21,"3821 N Pine Island Rd, Sunrise, FL 33351, USA",ChIJYzUW3KgH2YgRKqDKdey3868,timeout,,timeout,,,False,71
Fort Lauderdale,Davie FL,Remodelers,Sacconi Design & Construction Services.,(305) 780-4802,https://beacons.ai/sacconidesign,Yes,5.0,20,"1705 Whitehall Dr, Davie, FL 33324, USA",ChIJB9plDlup2YgRKkciRw5wgzc,fake_A,A,,,,True,96
Fort Lauderdale,Cypress Creek Fort Lauderdale FL,Remodelers,Reliable Construction Group,(786) 326-4041,http://www.reliableconstructiongroupfl.com/,Yes,4.6,20,"1101 SW 18th Ct, Fort Lauderdale, FL 33315, USA",ChIJcen9vJEA2YgRAIJKrXkZ1Uw,dead,,connection_error,,,False,94
Fort Lauderdale,Sunrise FL,Accountants,WKB Accounting LLC,(954) 742-0299,http://wkbaccounting.com/,Yes,5.0,20,"8360 W Oakland Park Blvd STE 111, Sunrise, FL 33351, USA",ChIJp5_ixZVYwokRYV8DtWzN9R8,dead,,dead,,,False,94
Fort Lauderdale,Davie FL,Remodelers,Cianci Construction,(954) 434-0023,https://www.cianciconstruction.com/,Yes,4.8,20,"4801 S University Dr #126, Davie, FL 33328, USA",ChIJ5QuJVC4G2YgRYc9UePNKmiA,timeout,,timeout,,,True,71
Fort Lauderdale,Lauderdale-by-the-Sea FL,Plumbers,Golden Knight Plumbing,(754) 349-9161,http://www.goldenknightplumbing.com/contact.html,Yes,4.3,17,"2275 SE 7th St, Pompano Beach, FL 33062, USA",ChIJq6q6cl5tAHwRih54qljCgsY,dead,,404,http://goldenknightplumbing.com/contact.html,1460.0,False,91
Fort Lauderdale,Las Olas Fort Lauderdale FL,Accountants,Best Tax Service,(808) 234-4824,https://sites.google.com/view/besttax/home,Yes,4.8,17,"300 SE 2nd St suite 600, Fort Lauderdale, FL 33301, USA",ChIJ7zWhvKMB2YgRbvwIrHOYVfA,fake_B,B,,,,True,88
Fort Lauderdale,Plantation FL,Pool service companies,EM Pool Services,(754) 265-6103,http://www.tiktok.com/@empoolservices,Yes,5.0,16,"4474 Weston Rd #309, Davie, FL 33331, USA",ChIJlQqDU_Kh2YgRxu4YXJ6CmXQ,fake_A,A,,,,False,93
Fort Lauderdale,Plantation FL,Cleaning companies,Claramente Cleaning,(954) 573-3843,https://www.facebook.com/claramentecleaning/,Yes,5.0,15,"9710 NW 7th Cir, Plantation, FL 33324, USA",ChIJlSiA1nMH2YgR9DToNwHrPVc,fake_A,A,,,,True,93
Fort Lauderdale,Hallandale Beach FL,Pool service companies,Cool pools All Times LLC,(786) 879-3570,http://www.coolpoolsat.com/home,Yes,5.0,15,"18608 NE 18th Ave APT 156, Miami, FL 33179, USA",ChIJVcpX9bit2YgRzWJVDhn8e3Q,dead,,connection_error,,,False,91
Fort Lauderdale,Tamarac FL,Accountants,Bert & Associates,(954) 580-0880,http://www.berttax.com/,Yes,5.0,15,"6610 N University Dr, Tamarac, FL 33321, USA",ChIJ5yqCecAF2YgROXYOOZOKqSU,timeout,,timeout,,,False,68
Fort Lauderdale,Coral Springs FL,Cleaning companies,C & C Pro Cleaning Service LLC,(813) 598-4133,https://kumquat-ukulele-rkbp.squarespace.com/,Yes,5.0,13,"2552 NW 99th Ave, Coral Springs, FL 33065, USA",ChIJK1iSQgAF2YgR1VSae5vbtuQ,fake_B,B,,,,True,88
Fort Lauderdale,Las Olas Fort Lauderdale FL,Cleaning companies,Nitpik Cleaners,(754) 236-1260,https://www.nitpikcleaners.com/,Yes,5.0,11,"515 E Las Olas Blvd Suite 1301-12, Fort Lauderdale, FL 33301, USA",ChIJuTvQrja4RggRucypx5SEMII,dead,,connection_error,,,True,91
Fort Lauderdale,Tamarac FL,Remodelers,"NGS Elite Construction, LLC.",(754) 303-2622,http://www.ngseliteconstruction.com/,Yes,5.0,11,"8400 N University Dr suite 306, Tamarac, FL 33321, USA",ChIJO6QWswad2WURWCGRoaVwocA,dead,,502,,1067.0,False,91
Fort Lauderdale,Tamarac FL,Cleaning companies,Golden Hands Home Keeping & Disinfectant Crew,(754) 368-0681,https://goldenhandsclean.com/contact/,Yes,5.0,10,"8051 S Colony Cir, Tamarac, FL 33321, USA",ChIJJYJvcesF2YgRBUmjQD7BSpc,dead,,connection_error,,,True,91
Fort Lauderdale,Coral Springs FL,Electricians,First Choice Home Electrician Coral Springs,(954) 228-6702,https://firstchoicehomeelectricianfl.blogspot.com/,Yes,5.0,10,"8720 Shadow Wood Blvd, Coral Springs, FL 33071, USA",ChIJmSty4aoF2YgR84imvsoLQPs,fake_B,B,,,,True,88
Fort Lauderdale,Sunrise FL,Accountants,PFServiceS51 Tax Accounting & Professional Services,(786) 567-4979,http://www.pfservices51.com/,Yes,5.0,10,"9230 NW 31st Pl, Sunrise, FL 33351, USA",ChIJ9-L0fQEH2YgRft2WtT3HwI8,timeout,,timeout,,,False,68
Fort Lauderdale,Tamarac FL,Roofers,South Land Roofing Corporation,(954) 573-3429,https://southlandroofingcorp.my.canva.site/,Yes,5.0,9,"7806 NW 73rd Ave, Tamarac, FL 33321, USA",ChIJmZefdgHz92YReqSAFKpvnTI,fake_B,B,,,,True,85
Fort Lauderdale,Plantation FL,Accountants,"John Bush, CPA, PA",(954) 474-4100,http://johnbushcpa.com/,Yes,4.6,9,"8181 W Broward Blvd # 350, Plantation, FL 33324, USA",ChIJM4raV8YH2YgRVvi9AfYigCY,timeout,,timeout,,412.0,False,65
Fort Lauderdale,Victoria Park Fort Lauderdale FL,Landscapers,ROMERO LAWN SERVICES.LLC,(786) 238-5449,https://www.facebook.com/share/15rxojsvZf/?mibextid=LQQJ4d,Yes,5.0,8,"1038 NE 12th Ave, Fort Lauderdale, FL 33304, USA",ChIJuyT0GYkB2YgREosuZrAsSc4,fake_A,A,,,,True,90
Fort Lauderdale,Las Olas Fort Lauderdale FL,Pest control,World Pest Termite & Fumigation Solutions LLC,(954) 835-5723,http://worldpestfl.com/?utm_source=gmb&utm_medium=referral,Yes,5.0,8,"1808 NW 19th St, Fort Lauderdale, FL 33311, USA",ChIJObgZ5lUH2YgR_kjUyuLuY2M,dead,,404,,1324.0,False,88
Fort Lauderdale,Davie FL,Pool service companies,Duo Pool Services,(321) 710-7741,http://www.duoussolutions.com/,Yes,5.0,8,"1701 W Oak Knoll Cir, Davie, FL 33324, USA",ChIJvQRWPCEJ2YgRQxGxGlu9Fvk,dead,,connection_error,,,False,88
Fort Lauderdale,Hallandale Beach FL,Landscapers,Cepedez Landscaping,(786) 282-2945,http://cepedez49.wixsite.com/cepedezlandscaping,Yes,5.0,8,"700 SW 8th Ave Lot 14a, Hallandale Beach, FL 33009, USA",ChIJm20cAG6s2YgRu2pQ3ddKMCk,fake_B,B,,,,False,85
Fort Lauderdale,Cypress Creek Fort Lauderdale FL,Landscapers,Blue Sky Landscaping Inc,(954) 327-0777,https://www.artscapesbybluesky.com/,Yes,5.0,8,"1745 SW 25th Ave, Fort Lauderdale, FL 33312, USA",ChIJVSC1gXMB2YgR15WJEMdqEFA,timeout,,timeout,,,True,65
Fort Lauderdale,Hallandale Beach FL,Plumbers,Discount Plumbing Aventura Solutions,(645) 238-0222,https://discountplumbingsolutionsco.com/,Yes,5.0,8,"2875 NE 191st St UNIT M, Aventura, FL 33180, USA",ChIJ-7TvM_St2YgRS6DIHB31LXc,timeout,,timeout,,,True,65
Fort Lauderdale,Deerfield Beach FL,Plumbers,Elite Plumbers Deerfield Beach,(754) 345-8428,https://eliteplumbersdeerfieldbeach.com/,Yes,5.0,7,"1525 NW 3rd St, Deerfield Beach, FL 33442, USA",ChIJv9r6TSUd2YgRmAMRAXxv2mg,dead,,connection_error,,,True,88
Fort Lauderdale,Plantation FL,Electricians,ON Service Electricians,(954) 231-7937,https://onserviceelectriciansfl.blogspot.com/,Yes,5.0,6,"8021 Peters Rd, Plantation, FL 33324, USA",ChIJwRkVTsYH2YgR1WQ7xEs_OhY,fake_B,B,,,,True,85
Fort Lauderdale,Las Olas Fort Lauderdale FL,Accountants,"Accounting Services of Florida, Inc.",(954) 947-0045,http://www.accountingservicesfl.com/,Yes,5.0,5,"629 SW 1st Ave, Fort Lauderdale, FL 33301, USA",ChIJOww1S_YA2YgROfW20JxOqyM,dead,,connection_error,,,False,88
Fort Lauderdale,Plantation FL,Accountants,"Hammer Navarro Tanoli And Associates, PA",(954) 370-6100,https://hammernavarro.cpa/,Yes,5.0,5,"400 NW 74th Ave, Plantation, FL 33317, USA",ChIJMRSSR_IH2YgRjej_WtqSHC8,dead,,connection_error,,,True,88
Fort Lauderdale,Plantation FL,Accountants,Rothbard & Company CPAs and Advisors,(954) 321-9991,http://www.rothbard.cpa/,Yes,4.2,5,"8181 W Broward Blvd Suite 201, Plantation, FL 33324, USA",ChIJX5fTaMYH2YgRdRgXd809wk0,dead,,connection_error,,,False,88
Fort Lauderdale,Tamarac FL,Accountants,M&C Accounting Consulting LLC,(954) 913-7563,http://www.mcaccountingconsulting.com/,Yes,5.0,5,"6410 N University Dr, Tamarac, FL 33321, USA",ChIJKSqq3tUF2YgRATPIYa35qSU,ssl_error,,ssl_error,,,False,70
Fort Lauderdale,Pompano Beach FL,Accountants,Moore & Company CPA,(954) 786-0999,http://www.moorecocpa.com/contact_us.html,Yes,5.0,4,"2318 E Atlantic Blvd, Pompano Beach, FL 33062, USA",ChIJ5ZaSPJ0C2YgRgZwA-5YVTsw,dead,,connection_error,,,False,88
Fort Lauderdale,Plantation FL,Accountants,"Ivy Defino, CPA, PA",(954) 683-2647,http://ivydefinocpa.com/,Yes,5.0,4,"300 S Pine Island Rd Suite 233, Plantation, FL 33324, USA",ChIJy7piycMH2YgRH0FT8dwSwWY,timeout,,timeout,,,False,65
Fort Lauderdale,Hallandale Beach FL,Pest control,Elite Hollywood Pest Control,(754) 343-0439,https://elitehollywoodpestcontrol.com/,Yes,5.0,4,"2652 Hollywood Blvd, Hollywood, FL 33020, USA",ChIJB8E4T_ur2YgRW2Uz5VkwN-Y,timeout,,timeout,,,True,65
Fort Lauderdale,Sunrise FL,Accountants,"Golomb, Katz & Schwartz, PLLC, CPAs",(954) 889-0075,https://www.gks-cpa.com/,Yes,5.0,3,"1551 Sawgrass Corporate Pkwy # 410, Sunrise, FL 33323, USA",ChIJPe44obqo2YgR66JHAP5pZOo,ssl_error,,ssl_error,,,True,70
Fort Lauderdale,Deerfield Beach FL,Landscapers,DARK HORSE LANDSCAPING LLC,(754) 203-0898,http://www.darkhorselandscaping.org/,Yes,5.0,2,"212 E Hillsboro Blvd #539, Deerfield Beach, FL 33441, USA",ChIJH4pTOdwd2YgR9ey8b-pfcfA,dead,,connection_error,,,False,88
Fort Lauderdale,Tamarac FL,Cleaning companies,Tamarac Cleaning Services LLC,(754) 336-2803,https://cleaningservicetamarac.com/,Yes,5.0,2,"6680 NW 69th Ct, Tamarac, FL 33321, USA",ChIJF7NcGrQF2YgR5GVlvXnfwDQ,dead,,connection_error,,,True,88
Fort Lauderdale,Coral Ridge Fort Lauderdale FL,Landscapers,The Flower Guys,(954) 567-4141,http://theflowerguys.com/,Yes,5.0,2,"2805 E Oakland Park Blvd #243, Fort Lauderdale, FL 33306, USA",ChIJ37kX7vkB2YgRGyXKVjNVqDU,timeout,,timeout,,,False,65
Fort Lauderdale,Coral Springs FL,Remodelers,Vivacity Home Renovation Services LLC,(954) 459-5580,https://vivacityhomerenations.com/,Yes,5.0,1,"10101 W Sample Rd, Coral Springs, FL 33065, USA",ChIJdT68ZKUF2YgRo6SXFuppbEM,dead,,connection_error,,,True,88
Fort Lauderdale,Victoria Park Fort Lauderdale FL,Landscapers,PLAN(t) Landscape,(954) 683-1236,https://plant-landscape.com/,Yes,,0,"1147 NE 7th Ave Suite 100, Fort Lauderdale, FL 33304, USA",ChIJdRLeu90B2YgREYCSLs5ItoA,dead,,404,,410.0,True,88
Fort Lauderdale,Plantation FL,Cleaning companies,"Tropical cleaning service, inc",(954) 530-1594,http://tropicalcleaning.com/,Yes,,0,"9715 W Broward Blvd #332, Plantation, FL 33324, USA",ChIJXdtHPzIJ2YgRJqPAjc0hHGU,timeout,,timeout,,,False,65
Jacksonville,Fleming Island FL,Remodelers,Mr. Handyman serving Greater Jacksonville,(904) 329-7535,https://www.mrhandyman.com/greater-jacksonville/?cid=LSTL_MHM000197&utm_source=gmb&utm_campaign=local&utm_medium=organic,Yes,4.8,833,"1107 Park Ave, Orange Park, FL 32073, USA",ChIJUdc1k-bF5YgRdoMYe1ihIVk,dead,,dead,,,True,100
Jacksonville,Neptune Beach FL,Accountants,Duval County Tax Collector - Neptune Branch,(904) 255-5700,http://duvaltc.com/,Yes,4.3,610,"1505 Atlantic Blvd, Neptune Beach, FL 32266, USA",ChIJzbPbHkVJ5IgRVG14mXw-gPw,timeout,,timeout,,552.0,False,90
Jacksonville,San Marco Jacksonville FL,Plumbers,Mr. Rooter Plumbing of Jacksonville,(904) 339-0043,https://www.mrrooter.com/jacksonville/?cid=LSTL_MRR000199&utm_source=gmb&utm_campaign=local&utm_medium=organic,Yes,4.8,587,"8880 Corporate Square Ct Suite 6, Jacksonville, FL 32216, USA",ChIJpUNT5bu15YgRPhRwpgdERh8,dead,,dead,,,True,100
Jacksonville,Fleming Island FL,Plumbers,Mr. Rooter Plumbing of Orange Park,(904) 217-5790,https://www.mrrooter.com/orange-park/?cid=LSTL_MRR000199&utm_source=gmb&utm_campaign=local&utm_medium=organic,Yes,4.8,247,"14 Swimming Pen Dr Ste 12, Middleburg, FL 32068, USA",ChIJ8X-sLczF5YgRGI0CHAJ9jEc,dead,,dead,,,True,100
Jacksonville,Fleming Island FL,Pest control,Certified Pest Solutions,(904) 406-0946,https://certifiedpestsolutions.com/,Yes,4.8,225,"225 College Dr Suite 65793, Orange Park, FL 32065, USA",ChIJS2DGKY_F5YgRCSg5DAJQBEE,timeout,,timeout,,,True,85
Jacksonville,Fleming Island FL,Roofers,"D & D Roofing, LLC",(904) 377-8778,https://ddroofingjax.com/,Yes,4.9,161,"4877 Raggedy Point Rd, Fleming Island, FL 32003, USA",ChIJ__-vmvav5YgRejWAtTxppNc,dead,,dead,,,True,100
Jacksonville,Riverside Jacksonville FL,Accountants,River CPA,(904) 626-6347,http://www.rivercpa.com/,Yes,5.0,148,"1547 Peters Creek Rd, Green Cove Springs, FL 32043, USA",ChIJxd5qxffa5YgRKhvsswuZaQc,dead,,connection_error,,,False,100
Jacksonville,San Marco Jacksonville FL,Remodelers,HOME RENOVATIONS JAX LLC,(904) 566-1941,https://sites.google.com/view/homerenovationsjax/home,Yes,5.0,133,"13163 Ranch Rd #3307, Jacksonville, FL 32218, USA",ChIJ-_VZDSW35YgRSidhZ2W4rbU,fake_B,B,,,,True,100
Jacksonville,Arlington Jacksonville FL,Accountants,Seaside Business Solutions,(904) 367-3330,https://sites.google.com/view/seaside-solutions/home,Yes,4.9,78,"1794 Rogero Rd STE 1001, Jacksonville, FL 32211, USA",ChIJYc45ZCC15YgR_MHvoQfDj2U,fake_B,B,,,,True,95
Jacksonville,Mandarin Jacksonville FL,Electricians,Howard Electrical Services Inc,(904) 230-0309,http://howardelectricjax.com/,Yes,4.9,75,"12489 San Jose Blvd #6, Jacksonville, FL 32223, USA",ChIJwQQsalvO5YgRQ8Rheajjvyg,timeout,,timeout,,,False,75
