filename,decision,website,city,area,industry,name,phone,has_website,rating,review_count,address,place_id,pipeline_stage,fake_tier,http_status,redirect_url,response_ms,has_ssl,priority_score
epvirtualcpa_com.png,LEAD,epvirtualcpa.com,Orlando,Maitland FL,Accountants,Elise Palmieri CPA PLLC,(407) 672-1120,Yes,5.0,1.0,"457 Lake Howell Rd, Maitland, FL 32751, USA",ChIJPRcZVDNu54gR4554pE3vT2s,alive,,200.0,https://epvirtualcpa.com/,1636.0,False,
esteselectricinc_com.png,LEAD,esteselectricinc.com,Lakeland,Lake Wales FL,Electricians,Estes Electric Inc,(863) 676-5437,Yes,5.0,4.0,"1356 FL-60 E, Lake Wales, FL 33853, USA",ChIJuyEOfygJ3YgR2pGBzJeC62M,alive,,200.0,,584.0,False,
poolmasterscleaning_com.png,LEAD,poolmasterscleaning.com,Jacksonville,Ponte Vedra Beach FL,Pool service companies,Poolmasters of North Florida LLC,(904) 327-0089,Yes,5.0,2.0,"425 Town Plaza Ave, Ponte Vedra Beach, FL 32081, USA",ChIJ6_fijiQx5IgRAHfiyvwT7aM,alive,,200.0,http://poolmasterscleaning.com/,2106.0,False,
puntacanamultiservices_com.png,LEAD,puntacanamultiservices.com,Jacksonville,Avondale Jacksonville FL,Accountants,PUNTA CANA MULTISERVICES,(904) 443-9018,Yes,5.0,3.0,"4545-1a Shirley Ave, Jacksonville, FL 32210, USA",ChIJAc8dTg655YgRYmhamLj0oBo,alive,,200.0,https://www.puntacanamultiservices.com/,2120.0,False,
2fast2repairautosolutions_com.png,LEAD,2fast2repairautosolutions.com,Lakeland,Mulberry FL,Electricians,2 Fast 2 Repair Auto Solutions,(863) 712-9924,Yes,5.0,13.0,"1525 N Church Ave, Mulberry, FL 33860, USA",ChIJs_k7yUo73YgROHA5Aoko8ok,alive,,200.0,https://www.2fast2repairautosolutions.com/,2722.0,False,
wsjacksonville_com.png,LEAD,wsjacksonville.com,Jacksonville,St. Johns Town Center Jacksonville FL,Remodelers,WSJ Remodeling & Handyman Services,(904) 747-8788,Yes,5.0,132.0,"7643 Gate Pkwy Suite 104-1230, Jacksonville, FL 32256, USA",ChIJeXr2aVcz9KIRy-QHrggB8zg,alive,,200.0,,1595.0,True,
allaroundelectricfl_org.png,LEAD,allaroundelectricfl.org,Orlando,Baldwin Park Orlando FL,Electricians,All Around Electric,(863) 866-0694,Yes,5.0,45.0,"1317 Edgewater Dr, Orlando, FL 32804, USA",ChIJh_OfW2N754gREDfpxwahOJ0,alive,,200.0,,469.0,True,
accpressurewashing_net.png,LEAD,accpressurewashing.net,Jacksonville,Neptune Beach FL,Cleaning companies,Atlantic Coastal Cleaning,(904) 207-2358,Yes,5.0,33.0,"1015 Atlantic Blvd Suite 457, Atlantic Beach, FL 32233, USA",ChIJ89mRh_9J5IgRMbgT-qdMePM,alive,,200.0,,573.0,True,
aboveandbeyondhvacfl_com.png,LEAD,aboveandbeyondhvacfl.com,Jacksonville,Arlington Jacksonville FL,HVAC companies,Above & Beyond Heating And Air,(904) 551-3490,Yes,5.0,286.0,"4401 Cambridge Rd, Jacksonville, FL 32210, USA",ChIJXxic3CTP5YgRRdzfRkH8-DA,alive,,200.0,https://aboveandbeyondhvacfl.com/,1580.0,False,
wsjacksonville_com.png,LEAD,wsjacksonville.com,Jacksonville,St. Johns Town Center Jacksonville FL,Pool service companies,WSJ Pool Services,(904) 747-9636,Yes,5.0,17.0,"7643 Gate Pkwy Suite 104-1230, Jacksonville, FL 32256, USA",ChIJZ1G4x13L5YgRCC_v-_NuV5U,alive,,200.0,,1673.0,True,
polarisroofingfl_com.png,LEAD,polarisroofingfl.com,Jacksonville,Deerwood Jacksonville FL,Roofers,Polaris Roofing Solutions,(904) 717-2377,Yes,5.0,25.0,"4600 Touchton Rd Building 100, Suite 150, Jacksonville, FL 32246, USA",ChIJfd0MuBG15YgRvWF9lvBUJ5c,alive,,200.0,https://polarisroofingfl.com/,3103.0,True,
woffordroofing_com.png,LEAD,woffordroofing.com,Jacksonville,Deerwood Jacksonville FL,Roofers,Wofford Roofing,(904) 490-7369,Yes,5.0,41.0,"13107 Atlantic Blvd Suite 202, Jacksonville, FL 32225, USA",ChIJD2xG2GZL5IgRMwGNUMDMRxg,alive,,200.0,,451.0,True,
wearepremierplumbing_com.png,LEAD,wearepremierplumbing.com,Jacksonville,Riverside Jacksonville FL,Plumbers,"Premier Plumbing, LLC",(904) 780-6994,Yes,5.0,424.0,"576 St Johns Bluff Rd N bldg 100, Jacksonville, FL 32225, USA",ChIJv2bRGmnL5YgRCh2BgmaMwMI,alive,,200.0,,2384.0,True,
treysgardens_com.png,LEAD,treysgardens.com,Jacksonville,Ponte Vedra Beach FL,Landscapers,Trey Gardens,(917) 714-8134,Yes,5.0,41.0,"35 Corona Rd, Ponte Vedra Beach, FL 32082, USA",ChIJp-MG4GMPoY4RNJnoVRkSaKY,alive,,200.0,,2470.0,True,
tenhudsonconstruction_com.png,LEAD,tenhudsonconstruction.com,Jacksonville,Ponte Vedra Beach FL,Remodelers,Ten Hundson Construction,(904) 294-1075,Yes,5.0,1.0,"180 W End Ln APT 2206, Ponte Vedra Beach, FL 32082, USA",ChIJZ5hszT5J5IgRECN5VI3Fl74,alive,,200.0,,1236.0,True,
taratuskitchenremodeling_com.png,LEAD,taratuskitchenremodeling.com,Jacksonville,Baymeadows Jacksonville FL,Remodelers,Taratus Kitchen Remodel,(904) 746-1724,Yes,5.0,13.0,"7825 Baymeadows Way, Jacksonville, FL 32256, USA",ChIJrzm5PNHL5YgRhwtIOMXznQ4,alive,,200.0,,1000.0,True,
tejcpa_com.png,LEAD,tejcpa.com,Lakeland,Winter Haven FL,Accountants,Thomas E Jennings & Co,(863) 294-3568,Yes,5.0,3.0,"2 Lake Howard Dr SW, Winter Haven, FL 33881, USA",ChIJY0iKZh4T3YgRtiX6ZTVieBM,alive,,200.0,,779.0,False,
theroofingdoctorflorida_com.png,LEAD,theroofingdoctorflorida.com,Orlando,Winter Park FL,Roofers,The Roofing Doctor,(407) 607-4856,Yes,5.0,20.0,"941 W Morse Blvd suite 100, Winter Park, FL 32789, USA",ChIJ811LK0Vx54gRj27wpFfSO60,alive,,200.0,https://www.theroofingdoctorflorida.com/,1698.0,False,
vslandscapingservices_com.png,LEAD,vslandscapingservices.com,Fort Lauderdale,Las Olas Fort Lauderdale FL,Landscapers,VS Landscaping Services inc.,(754) 422-9963,Yes,5.0,7.0,"81 NW 30th Terrace, Fort Lauderdale, FL 33311, USA",ChIJ0VwVJ7EB2YgRsuaIrZ-0soU,alive,,200.0,,1157.0,True,
atlineelectric_com.png,LEAD,atlineelectric.com,Lakeland,Downtown Lakeland FL,Electricians,Atline Electric Services,(863) 282-1465,Yes,5.0,13.0,"113 E Main St, Bartow, FL 33830, USA",ChIJuznpeG0N3YgRpk8I9WGrl0M,alive,,200.0,https://atlineelectric.com/,1901.0,False,
atelectricllc_net.png,LEAD,atelectricllc.net,Lakeland,Winter Haven FL,Electricians,"A&T Electric, LLC",,Yes,5.0,3.0,"1204 6th St SW, Winter Haven, FL 33880, USA",ChIJE73RXvwT3YgRLUdGiRgLg-I,alive,,200.0,https://www.atelectricllc.net/index.html,1171.0,True,
ariseone_us.png,LEAD,ariseone.us,Orlando,Winter Garden FL,Accountants,AriseOne,(407) 347-0109,Yes,5.0,7.0,"329 S Dillard St, Winter Garden, FL 34787, USA",ChIJfewWgYyD54gRkdM86jP7Y24,alive,,200.0,,721.0,False,
1waytaxservices_com.png,LEAD,1waytaxservices.com,Fort Lauderdale,Deerfield Beach FL,Accountants,1Way Tax Services LLC,(954) 415-4516,Yes,5.0,19.0,"1701 W Hillsboro Blvd Suite 208, Deerfield Beach, FL 33442, USA",ChIJpQUJcFjVMK0Rb0j3fOExFWc,alive,,200.0,https://www.1waytaxservices.com/,201.0,False,
apexesllc_com.png,LEAD,apexesllc.com,Orlando,Casselberry FL,Electricians,"Apex Electrical Solutions, LLC",(407) 583-9209,Yes,5.0,12.0,"299 Live Oaks Blvd, Casselberry, FL 32707, USA",ChIJa9eTT0tXAEoRHpBKK2LxQNY,alive,,200.0,https://www.apexesllc.com/,1903.0,False,
amremodelingflorida_com.png,LEAD,amremodelingflorida.com,Lakeland,Plant City FL,Remodelers,A&M Home Remodeling,(813) 358-7455,Yes,5.0,12.0,"4327 Lynx Paw Trail Suite 102, Valrico, FL 33596, USA",ChIJbVlMdLrTwogR433wlSv5Fsg,alive,,200.0,,1156.0,True,
burnesroofing_com.png,LEAD,burnesroofing.com,Orlando,Downtown Orlando FL,Roofers,"Burnes Roofing Company, LLC",(407) 446-9290,Yes,5.0,35.0,"1512 Arcadia St, Orlando, FL 32806, USA",ChIJNcvLGvOiD04RZkOjcZ4fpAo,alive,,200.0,https://burnesroofing.com/,3695.0,False,
builtbymayfield_com.png,LEAD,builtbymayfield.com,Lakeland,Downtown Lakeland FL,Remodelers,"Mayfield Construction, Inc.",(863) 646-7995,Yes,5.0,8.0,"2225 E Edgewood Dr #5, Lakeland, FL 33803, USA",ChIJnc-83Tg83YgRtQnu7iwbg9E,alive,,200.0,https://builtbymayfield.com/,2160.0,False,
benchmarkbuildinggroup_com.png,LEAD,benchmarkbuildinggroup.com,Orlando,Maitland FL,Remodelers,Benchmark Building Group,(407) 796-2706,Yes,5.0,3.0,"2721 Forsyth Rd #452, Winter Park, FL 32792, USA",ChIJb-tYZd7ecGgRXR39Jq65eG8,alive,,200.0,,89.0,True,
dorisbonnet_com.png,LEAD,dorisbonnet.com,Orlando,Baldwin Park Orlando FL,Accountants,Doris Bonnet Inc Tax & Accounting Services LLC,(407) 228-6630,Yes,5.0,68.0,"1650 W Sand Lake Rd SUITE 245, Orlando, FL 32809, USA",ChIJtXQBhEx854gRc_7IbC0EriY,alive,,200.0,,1247.0,True,
davenportheatandcool_com.png,LEAD,davenportheatandcool.com,Lakeland,Davenport FL,HVAC companies,Davenport Heating & Cooling,(863) 302-2145,Yes,5.0,3.0,"202 Ashford Dr, Davenport, FL 33837, USA",ChIJq6peGFlw3YgRDg1bbNTwt68,alive,,200.0,,1045.0,True,
cyrilshomerepairs_com.png,LEAD,cyrilshomerepairs.com,Orlando,Dr. Phillips Orlando FL,Remodelers,Nuffscope Construction Inc.,(407) 591-0072,Yes,5.0,22.0,"7208 W Sand Lake Rd Ste 305, Orlando, FL 32819, USA",ChIJx5J62xd_54gRqGcvJkCOr9c,alive,,200.0,,1220.0,True,
chrr_online.png,LEAD,chrr.online,Jacksonville,San Marco Jacksonville FL,Remodelers,"Complete Home Repair & Remodeling, LLC",(513) 594-8599,Yes,5.0,42.0,"5820 Cedar Oaks Dr, Jacksonville, FL 32210, USA",ChIJZ_VtIF5gQIgRQQ-ND598bcM,alive,,200.0,,1123.0,True,
jackmeekscpa_com.png,LEAD,jackmeekscpa.com,Jacksonville,Springfield Jacksonville FL,Accountants,Jack Meeks CPAs LLC,(904) 346-0046,Yes,5.0,1.0,"1354 N Laura St, Jacksonville, FL 32206, USA",ChIJQVN7DSW35YgRR7XiJKxSIeo,alive,,200.0,https://jackmeekscpa.com/,4961.0,False,
jackndot_com.png,LEAD,jackndot.com,Jacksonville,San Marco Jacksonville FL,Accountants,Jack and Dot Taxes & Accounting,(904) 647-4512,Yes,5.0,22.0,"1016 Lasalle St 1st Floor, Jacksonville, FL 32207, USA",ChIJQ1KiKwi35YgRxo4dbGv3hLM,alive,,200.0,https://www.jackndot.com/,1172.0,False,
basspools_com.png,LEAD,basspools.com,Jacksonville,Ponte Vedra Beach FL,Pool service companies,Bass Pools,(904) 241-6200,Yes,5.0,3.0,"9330 Philips Hwy #1312, Jacksonville, FL 32256, USA",ChIJ3ZCVBbvL5YgRJmBGKGnSgR4,alive,,200.0,https://basspools.com/,2494.0,False,
herbross_org.png,LEAD,herbross.org,Orlando,Lake Nona Orlando FL,Remodelers,Herbross Construction,(321) 677-2115,Yes,5.0,6.0,"6900 Tavistock Lakes Blvd Suite 400, Orlando, FL 32827, USA",ChIJi_CRTGeJ3YgRX1YT0NEzXEY,alive,,200.0,https://herbrossconstruction.com/,3347.0,False,
greenandmas_com.png,LEAD,greenandmas.com,Tampa,Westshore Tampa FL,Landscapers,Green & Más Landscape Services,(813) 524-7080,Yes,5.0,18.0,"3201 W Hillsborough Ave Unit 153181, Tampa, FL 33684, USA",ChIJY9bJ6bW5rAkRO1c1qRuSw20,alive,,200.0,,1192.0,True,
genxroofing_com.png,LEAD,genxroofing.com,Tampa,Lutz FL,Roofers,GenX Roofing,(813) 641-4344,Yes,5.0,114.0,"18865 FL-54 Suite 306, Lutz, FL 33558, USA",ChIJfV0iZAUK1UURkfuCx5g0GyE,alive,,200.0,,821.0,True,
genesisairmechanical_com.png,LEAD,genesisairmechanical.com,Fort Lauderdale,Davie FL,HVAC companies,Genesis Air Mechanical Inc,(305) 965-1316,Yes,5.0,106.0,"13762 W State Rd 84 Ste 194, Davie, FL 33325, USA",ChIJK-qJtxyn2YgRr5r0q7LCnrY,alive,,200.0,https://genesisairmechanical.com/,127.0,False,
nobleheatingairservices_com.png,LEAD,nobleheatingairservices.com,Jacksonville,San Marco Jacksonville FL,HVAC companies,Noble Heating & Air,(904) 413-8020,Yes,5.0,392.0,"8825 Perimeter Park Blvd ste 201, Jacksonville, FL 32216, USA",ChIJI79UHNfoXQ0R_8FVnEjYqK8,alive,,200.0,https://nobleheatingairservices.com/,902.0,False,
michaeldaviscpa_com.png,LEAD,michaeldaviscpa.com,Jacksonville,San Marco Jacksonville FL,Accountants,Michael Davis CPA PA,(904) 237-7771,Yes,5.0,14.0,"21 W 6th St, Jacksonville, FL 32206, USA",ChIJQRn_-C-35YgRm_zY6g7tuQU,alive,,200.0,,1620.0,True,
jctaxation_com.png,LEAD,jctaxation.com,Jacksonville,Fleming Island FL,Accountants,JC ACCOUNTING & TAXATION SERVICES LLC,(904) 881-0215,Yes,5.0,1.0,"1880 E West Pkwy #8659, Fleming Island, FL 32003, USA",ChIJ6fm3TsvF5YgR6DW4cMQWuDM,alive,,200.0,https://jctaxation.com/,1488.0,False,
jaxtaxpro_com.png,LEAD,jaxtaxpro.com,Jacksonville,St. Johns Town Center Jacksonville FL,Accountants,JAX TAX PRO,(904) 616-6077,Yes,5.0,13.0,"5011 Gate Pkwy Building 100, Suite 100, Jacksonville, FL 32256, USA",ChIJFTlgFRnL5YgRHJdmIdnXq3c,alive,,200.0,https://www.jaxtaxpro.com/,2103.0,False,
panamaelectricinc_com.png,LEAD,panamaelectricinc.com,Jacksonville,San Marco Jacksonville FL,Electricians,"Panama Electric, Inc.",(904) 403-3966,Yes,5.0,1.0,"841 Prudential Dr, Jacksonville, FL 32207, USA",ChIJIWc_ew635YgRo4xe3mduceU,alive,,200.0,,2318.0,True,
palmsair_com.png,LEAD,palmsair.com,Jacksonville,Avondale Jacksonville FL,HVAC companies,Palms Air Conditioning and Heating,(904) 209-7783,Yes,5.0,285.0,"4504 Cobblefield Cir W, Jacksonville, FL 32224, USA",ChIJq8PkglH7CgQRvmX8d0rdMMA,alive,,200.0,,2028.0,True,
merrittpressurecleaning_com.png,LEAD,merrittpressurecleaning.com,Lakeland,Winter Haven FL,Cleaning companies,Merritt Pressure Cleaning,(863) 294-3151,Yes,5.0,26.0,"1209 W Lake Buckeye Dr, Winter Haven, FL 33881, USA",ChIJ42PNLEcT3YgRDSPZ6avkHjE,alive,,200.0,,190.0,True,
lmvservicescontractor_com.png,LEAD,lmvservicescontractor.com,Lakeland,Winter Haven FL,Remodelers,lmv construction services,(863) 315-0023,Yes,5.0,21.0,"100 Pine Island Dr, Winter Haven, FL 33884, USA",ChIJCYba1dIT3YgROJMRDR6SHR4,alive,,200.0,,1111.0,True,
secondopinionelectric_com.png,LEAD,secondopinionelectric.com,Lakeland,Plant City FL,Electricians,Second Opinion Electric,(813) 716-6020,Yes,5.0,99.0,"2703 Auburn Ave W, Tampa, FL 33614, USA",ChIJVyLDOxnDGGAR9YrqgYvU5s0,alive,,200.0,https://secondopinionelectric.com/,2967.0,False,
rtchvac_com.png,LEAD,rtchvac.com,Lakeland,Winter Haven FL,HVAC companies,RTC Heating & Air Conditioning,(352) 901-8733,Yes,5.0,132.0,"280 Oleander St, Winter Haven, FL 33881, USA",ChIJH7xhZXsMhU8RuTFzoB9CkaI,alive,,200.0,https://rtchvac.com/,3067.0,False,
rooferorlando_org.png,LEAD,rooferorlando.org,Orlando,Thornton Park Orlando FL,Roofers,Orlando Roofing,(407) 707-4121,Yes,5.0,5.0,"4900 Rio Grande Ave Apt. 15 C, Orlando, FL 32839, USA",ChIJ8flfrmd954gRtq49fdcZo90,alive,,200.0,,1200.0,True,
thewinterhavenhandyman_com.png,LEAD,thewinterhavenhandyman.com,Lakeland,Winter Haven FL,Remodelers,"""The Winter Haven Handyman""",(863) 585-0786,Yes,5.0,25.0,"1870 U.S. Hwy 17-92 W, Lake Alfred, FL 33850, USA",ChIJ_Rw7DgQT3YgRbPngsVG1o28,alive,,200.0,https://www.thewinterhavenhandyman.com/,1433.0,False,
timberlandscaping_us.png,LEAD,timberlandscaping.us,Fort Lauderdale,Las Olas Fort Lauderdale FL,Landscapers,Timber Trees Landscaping tree service,(754) 304-1442,Yes,5.0,33.0,"2881 E Oakland Park Blvd unit #410, Fort Lauderdale, FL 33306, USA",ChIJS4rAxK-cYU4RxM_jwkPrtr0,alive,,200.0,https://timberlandscaping.us/,1847.0,False,
rmccpa1_com.png,LEAD,rmccpa1.com,Fort Lauderdale,Las Olas Fort Lauderdale FL,Accountants,"Rosa M. Cohen, CPA.",(561) 866-9602,Yes,5.0,1.0,"8 SE 8th St 2nd Floor, Fort Lauderdale, FL 33316, USA",ChIJDVdDoFgA2YgRvuJ_kPdmvjY,alive,,200.0,,1047.0,False,
superiorelectricandair_com.png,LEAD,superiorelectricandair.com,Fort Lauderdale,Las Olas Fort Lauderdale FL,Electricians,Superior Electric and Air,(954) 575-1327,Yes,5.0,85.0,"1975 E Sunrise Blvd #535, Fort Lauderdale, FL 33304, USA",ChIJAWE1qa6AYyARXbYygcNqiF4,alive,,200.0,,2073.0,True,
snapesbookkeeping_com.png,LEAD,snapesbookkeeping.com,Lakeland,Bartow FL,Accountants,Snape's Bookkeeping Services LLC,(863) 510-6183,Yes,5.0,2.0,"142 Windsor Reserve Dr, Bartow, FL 33830, USA",ChIJL3wbVfFuDWkRTFlU50h3EmE,alive,,200.0,https://snapesbookkeeping.com/,1314.0,True,
jenkinsroofingtampa_com.png,LEAD,jenkinsroofingtampa.com,Lakeland,Plant City FL,Roofers,Jenkins Roofing Tampa Inc.,(813) 321-3700,Yes,5.0,18.0,"2402 W Baker St, Plant City, FL 33563, USA",ChIJvXFEDAW6mC8RjaTUAVUials,alive,,200.0,https://jenkinsroofingtampa.com/,3950.0,False,
jdmroofrestoration_com.png,LEAD,jdmroofrestoration.com,Lakeland,Mulberry FL,Roofers,JDM Roof Restoration,(863) 604-9387,Yes,5.0,95.0,"103 Oak Square N, Lakeland, FL 33813, USA",ChIJ87cJHHHaoi4RTIFADOT5aBo,alive,,200.0,,1571.0,True,
hudsonspools_com.png,LEAD,hudsonspools.com,Orlando,Maitland FL,Pool service companies,Hudson's Pools,(407) 212-7032,Yes,5.0,22.0,"225 S Swoope Ave #205, Maitland, FL 32751, USA",ChIJLa0zVJk-QIQRlK1_VCzkQrY,alive,,200.0,,821.0,True,
instudioandco_com.png,LEAD,instudioandco.com,Orlando,Thornton Park Orlando FL,Remodelers,IN Studio + Co. Interior Design and Construction Consultants,(321) 229-2869,Yes,5.0,11.0,"710 E Central Blvd, Orlando, FL 32801, USA",ChIJc-qhKkp754gRwtboGdSvgVY,alive,,200.0,,297.0,True,
hilowroofing_com.png,LEAD,hilowroofing.com,Orlando,Casselberry FL,Roofers,Hi Low ROOFING & SOLAR,(407) 287-6171,Yes,5.0,304.0,"13330 W Colonial Dr Suite 110, Winter Garden, FL 34787, USA",ChIJTQ65d6Rx54gRtpe16cLWPv0,alive,,200.0,,120.0,True,
kimberlandscapes_net.png,LEAD,kimberlandscapes.net,Orlando,Oviedo FL,Landscapers,Kimber Landscapes,(407) 484-5997,Yes,5.0,36.0,"1000 Willa Dr, Oviedo, FL 32765, USA",ChIJhw30eIowvCwROrPZm3iT7xg,alive,,200.0,,1091.0,True,
joshregistercpa_com.png,LEAD,joshregistercpa.com,Orlando,Maitland FL,Accountants,Josh Register CPA,(321) 295-7921,Yes,5.0,3.0,"706 Turnbull Ave STE 102, Altamonte Springs, FL 32701, USA",ChIJG-6XGWZx54gRlV6BfpdS88U,alive,,200.0,https://www.joshregistercpa.com/,4868.0,True,
joshjohnsonpestcontrol_com.png,LEAD,joshjohnsonpestcontrol.com,Lakeland,Oakbridge Lakeland FL,Pest control,"Josh Johnson Pest Control, LLC",(863) 298-2001,Yes,5.0,11.0,"1005 Browning Rd, Lakeland, FL 33811, USA",ChIJzQyeimY53YgRz2MPtwc6HKw,alive,,200.0,,1392.0,True,
